patternType,pattern,toolType,examples,reasoning,pmid
term,FTI-277|farnesyltransferase inhibitor,genetic_reagent,['farnesyltransferase inhibitor FTI-277'],Specific chemical inhibitors with catalog names should be captured as genetic reagents/chemical tools,PMID:23239959
context_phrase,(cultured|primary) (human|patient|control) (fibroblasts|cells),cell_line,"['cultured human NF1 haploinsufficient fibroblasts', 'control fibroblasts']","Primary cell cultures from patients or controls are research tools that should be captured, especially when described with experimental context",PMID:23239959
context_phrase,(incubation|treatment) (with|using) .+ inhibitor,genetic_reagent,['Incubation of the NF1(+/-) fibroblasts with the farnesyltransferase inhibitor'],Chemical treatments and inhibitors used in experimental contexts should be captured as genetic reagents,PMID:23239959
naming_convention,"[A-Z]{2,}-[0-9]{2,}",genetic_reagent,['FTI-277'],Chemical compound naming convention (letters-numbers) often indicates specific reagents with catalog numbers,PMID:23239959
context_phrase,(microstructured|nanostructured|topographic) (surfaces|substrates|grooves),genetic_reagent,"['microstructured grooves', 'surfaces with grooves']",Engineered culture surfaces and substrates are specialized research tools used in mechanobiology and cell biology studies,PMID:23239959
naming_convention,NOD/SCID|NOD-SCID|NSG|NOG|SCID,animal_model,"['NOD/SCID mice', 'NOD-SCID mice']",Common immunodeficient mouse strain nomenclature used for xenograft studies,PMID:23328114
naming_convention,"[A-Z]+[0-9]+ cell[- ]?line|[0-9]{3,4} cell[- ]?line",cell_line,"['S462 cell-line', '2884 cell-line', '2885 cell-line']",Alphanumeric cell line naming patterns commonly used in cancer research,PMID:23328114
context_phrase,Antibodies were sourced as follows:|antibody.*\([^)]+\),antibody,"['RHAMM (Epitomics)', 'TPX2 (Novus)', 'nestin (Covance)']",Vendor information in parentheses following antibody names is standard format,PMID:23328114
term,siRNA|shRNA|plasmid|vector|construct,genetic_reagent,"['siRNA (Qiagen)', 'pLKO.1 plasmids (Addgene)', 'shRNA against RHAMM']",Standard molecular biology reagent terminology,PMID:23328114
vendor_indicator,\(Addgene\)|\(Qiagen\)|\(Invitrogen\)|\(Sigma\)|\(Cell Signalling\),general,"['pLKO.1 plasmids (Addgene)', 'siRNA (Qiagen)']",Major life science vendors indicate research tool usage,PMID:23328114
context_phrase,analyzed using|acquired.*using|measured.*using|detected.*using,computational_tool,"['analyzed using an Olympus FV10i', 'measured using Image J software']",Usage context phrases that indicate computational tool employment,PMID:23328114
term,sphere culture|spheroid|3D culture|organoid,advanced_cellular_model,"['sphere culture system', 'spheroid formation']",3D culture terminology indicates advanced cellular models,PMID:23328114
context_phrase,primary.*xenograft|patient-derived.*xenograft|PDX|transplanted orthotopically,patient_derived_model,"['primary human MPNST xenografts', 'transplanted orthotopically']",Patient-derived xenograft terminology and procedures,PMID:23328114
naming_convention,[A-Za-z]+\s+[0-9]+\.[0-9]+|[A-Za-z]+\s+v[0-9],computational_tool,"['Feature Extraction 10.5', 'Genomic Workbench 6.5']",Software version numbering patterns,PMID:23328114
context_phrase,genetically engineered mouse model,animal_model,['genetically engineered mouse model'],This exact phrase indicates a genetically modified animal model and should be captured as a research tool,PMID:23356716
context_phrase,syngeneic xenograft model,patient_derived_model,['syngeneic xenograft model'],Xenograft models are patient-derived model systems and this specific terminology should be captured,PMID:23356716
context_phrase,handheld confocal imaging,computational_tool,['handheld confocal imaging devices'],Specialized imaging devices are computational tools used in research and should be captured when mentioned with specific descriptors,PMID:23356716
naming_convention,[disease/tissue] mouse model[s]?,animal_model,['meningioma mouse models'],Disease-specific mouse models follow this naming pattern and represent specialized animal model tools,PMID:23356716
context_phrase,mouse model[s]? of [disease/condition],animal_model,['mouse model of aggressive meningioma'],This pattern captures disease-specific mouse models that are research tools,PMID:23356716
term,PC12 cells?,cell_line,['PC12 cells'],PC12 is a standard rat pheochromocytoma cell line widely used in neuroscience research,PMID:23358504
term,iTRAQ,computational_tool,['iTRAQ'],iTRAQ (isobaric tags for relative and absolute quantitation) is a standard proteomics analysis platform,PMID:23358504
term,2D-DIGE,computational_tool,['2D-DIGE'],2D-DIGE (two-dimensional difference gel electrophoresis) is a proteomics analysis technique,PMID:23358504
term,DNA microarrays?,computational_tool,['DNA microarrays'],DNA microarrays are standard genomics analysis platforms for gene expression profiling,PMID:23358504
context_phrase,\b\w+\s+siRNA\b,genetic_reagent,['dynein IC2 siRNA'],Pattern to capture specific siRNA reagents targeting particular genes/proteins,PMID:23358504
term,NGF,genetic_reagent,['NGF treatment'],Nerve Growth Factor is a commonly used research reagent in neuroscience studies,PMID:23358504
context_phrase,knockdown \(KD\),genetic_reagent,['NF1 gene knockdown (KD)'],Pattern to identify gene knockdown constructs and cell lines,PMID:23358504
naming_convention,i[A-Z]+\b,computational_tool,['iPEACH'],"Many bioinformatics tools use 'i' prefix naming convention (iPEACH, iPathway, etc.)",PMID:23358504
term,PedsQL™.*[Mm]odule,clinical_assessment_tool,"['PedsQL™ NF1 Module', 'PedsQL™ Arthritis Module', 'PedsQL™ Cancer Module']",PedsQL™ modules are validated clinical assessment tools for measuring health-related quality of life in specific conditions,PMID:23432799
term,Short Form 36|SF-36,clinical_assessment_tool,['Short Form 36 health survey (SF-36)'],SF-36 is a widely used validated health-related quality of life assessment tool,PMID:23432799
context_phrase,HRQOL instrument|quality of life instrument|questionnaire.*developed|scale.*validated,clinical_assessment_tool,"['NF1 HRQOL instrument', 'quality of life instrument']",These phrases indicate development or use of clinical assessment tools for measuring patient outcomes,PMID:23432799
vendor_indicator,SPSS.*version|SAS.*version,computational_tool,"['SPSS 18 version for Windows', 'SAS 9.3 version for Windows']",Statistical software with version numbers indicates computational tools used for data analysis,PMID:23432799
context_phrase,Statistical analyses were done using|analyzed using|processed with,computational_tool,['Statistical analyses were done using SPSS 18 version'],These phrases indicate active use of computational tools for data analysis,PMID:23432799
naming_convention,ST88-14|ST-88-14,cell_line,"['ST88-14 cell line', 'human MPNST Schwann cell line ST88-14']",This specific cell line name should be recognized. ST88-14 is a well-established neurofibromatosis-related cell line that appears in multiple publications.,PMID:23457304
context_phrase,(?:intracellular calcium chelator|calcium chelator)\s+[A-Z0-9-]+(?:\s*\([^)]+\))?,genetic_reagent,"['intracellular calcium chelator BAPTA-AM', ""calcium chelator 1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid tetrakis(acetoxymethyl) ester (BAPTA-AM)""]",Chemical reagents are often described with their function followed by the compound name. This pattern would catch calcium chelators and similar functional reagents.,PMID:23457304
context_phrase,(?:CaM antagonist|calmodulin antagonist)\s+[A-Z0-9]+,genetic_reagent,"['CaM antagonist W7', 'calmodulin antagonist W7']",Pharmacological antagonists are commonly described by their target followed by the compound name. This would help identify signaling pathway modulators.,PMID:23457304
context_phrase,(?:normal human|primary human)\s+\w+\s+cells?,cell_line,"['normal human Schwann cells', 'primary human Schwann cells']",Primary cell cultures are important research tools but may be missed if not explicitly labeled as 'cell line'. This pattern would catch primary cell cultures.,PMID:23457304
term,(?:growth factor|cytokine)(?:\s+[A-Z0-9-]+)?,genetic_reagent,"['platelet-derived growth factor-BB', 'stem cell factor']",Growth factors and cytokines are commonly used research reagents for cell stimulation experiments but may not be caught by current patterns.,PMID:23457304
context_phrase,co-immunoprecipitat(?:ed|ion),antibody,['Akt also co-immunoprecipitated with CaM'],"Co-immunoprecipitation experiments require antibodies, but the antibodies themselves may not be explicitly mentioned. This context suggests antibody usage.",PMID:23457304
term,Sleeping Beauty,genetic_reagent,['Sleeping Beauty forward genetic screen'],Sleeping Beauty is a well-known transposon system used for genetic screens and should be captured as a genetic reagent,PMID:23535903
context_phrase,immortalized .+ cells,cell_line,['immortalized human Schwann cells'],Immortalized cell lines are research tools even when not given specific names - this pattern would capture functionally described cell lines,PMID:23535903
context_phrase,.+ cell lines,cell_line,['human MPNST cell lines'],Cell lines described by disease/tissue type are still research tools and should be captured,PMID:23535903
naming_convention,RAD-[0-9]+,genetic_reagent,['RAD-001'],RAD compounds are common research inhibitors with standardized naming that should be recognized,PMID:23535903
context_phrase,small-molecule inhibit(or|ion),genetic_reagent,['Small-molecule inhibition of Wnt signaling'],Small molecule inhibitors are research reagents and this phrase indicates their usage,PMID:23535903
context_phrase,forward genetic screen,genetic_reagent,['Sleeping Beauty forward genetic screen'],Forward genetic screens involve genetic tools/reagents and indicate experimental tool usage,PMID:23535903
naming_convention,[A-Z][a-z0-9]+-[A-Z][a-z]+,genetic_reagent,"['R26-lsl-SB11', 'Cnp-Cre', 'Cnp-EGFR']",Transgenic construct naming convention with promoter-gene format,PMID:23685747
naming_convention,[A-Z]+[0-9]+,cell_line,"['ST88-14', 'STS26T', 'S462', 'T265', 'K562']",Standard cell line naming with letters followed by numbers,PMID:23685747
context_phrase,antibodies? (against|probing|for) [A-Z][A-Za-z0-9]+,antibody,"['antibodies against FOXR2', 'antibodies probing FOXR2 and CNPase']",Common phrasing for antibody usage in immunoassays,PMID:23685747
vendor_indicator,\([^)]*SIGMA[^)]*\)|\([^)]*Cell Signaling[^)]*\)|\([^)]*Santa Cruz[^)]*\),antibody,"['(1:100, SIGMA)', '(Cell Signaling Tech.)', '(Santa Cruz)']",Vendor information in parentheses indicates commercial reagents,PMID:23685747
context_phrase,(analyzed|processed|done) (using|with) [A-Z][A-Za-z0-9/]+,computational_tool,"['analyzed using AxioVision software', 'done using ImageJ software', 'processed with GenoCNA']",Software usage context phrases,PMID:23685747
naming_convention,[A-Za-z0-9]+ v?[0-9]+\.[0-9]+(\.[0-9]+)?,computational_tool,['GeneSpring GX v7.3.1'],Software with version numbers,PMID:23685747
naming_convention,[A-Z][a-z0-9]+ f/[f+],animal_model,"['Nf1 f/f', 'Pten f/+']",Conditional knockout mouse allele notation,PMID:23685747
context_phrase,TALENs? (targeting|for) [A-Z][A-Za-z0-9]+,genetic_reagent,['TALENs targeting FOXR2'],TALEN constructs with target gene specification,PMID:23685747
term,transposon vector|transposase plasmid,genetic_reagent,"['piggyBac transposon vector', 'PB7 transposase plasmid']",Transposon system components,PMID:23685747
context_phrase,cell lines? \([^)]+\),cell_line,"['human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265)']",Cell line lists in parentheses,PMID:23685747
naming_convention,\b\w+-(?:deficient|null|knockout|KO)\s+\w+\s+cells?\b,cell_line,"['NF2-deficient schwannoma cells', 'NF2-null schwannoma cells']","Pattern to capture disease-specific cell lines with genetic modifications (deficient, null, knockout)",PMID:23960073
context_phrase,orthotopic model of \w+,animal_model,['orthotopic model of NF2'],Orthotopic models are specific animal model systems that should be captured,PMID:23960073
context_phrase,RNAi-based approaches|RNAi constructs?|knockdown of \w+|\w+ knockdown,genetic_reagent,"['RNAi-based approaches', 'Knockdown of PAK1 and PAK2']",RNAi and knockdown terminology indicates genetic reagents for gene silencing,PMID:23960073
