toolName,toolType,_pmid,_doi,_publicationTitle,_year,_confidence,_usageType,nf_specific,completeness_score,priority,strainNomenclature,animalModelGeneticDisorder,animalModelOfManifestation,targetAntigen,hostOrganism,clonality,organ,cellLineGeneticDisorder,cellLineManifestation,cellLineCategory,insertName,vectorType,vectorBackbone,promoter,softwareName,softwareType,softwareVersion,sourceRepository,modelType,derivationSource,cellTypes,organoidType,modelSystemType,patientDiagnosis,hostStrain,tumorType,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,_context,filter_reason
SAPK/JNK,antibodies,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,1.00,Medium,,,,SAPK/JNK,Rabbit,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary antibodies against... SAPK/JNK (9252T), phospho-SAPK/JNK Thr183/Tyr185 (4668T)... were purchased from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: SAPK/JNK
phospho-SAPK/JNK Thr183/Tyr185,antibodies,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,1.00,Medium,,,,phospho-SAPK/JNK Thr183/Tyr185,Rabbit,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary antibodies against... SAPK/JNK (9252T), phospho-SAPK/JNK Thr183/Tyr185 (4668T)... were purchased from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: phospho-SAPK/JNK Thr183/Tyr185
p70S6 Kinase,antibodies,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,1.00,Medium,,,,p70S6 Kinase,Rabbit,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary antibodies against... p70S6 Kinase (9202S), and phospho-p70 Thr389 S6 Kinase (9234S) were purchased from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: p70S6 Kinase
phospho-p70 Thr389 S6 Kinase,antibodies,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,1.00,Medium,,,,phospho-p70 Thr389 S6 Kinase,Rabbit,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary antibodies against... p70S6 Kinase (9202S), and phospho-p70 Thr389 S6 Kinase (9234S) were purchased from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: phospho-p70 Thr389 S6 Kinase
BrdU,antibodies,PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,0.9,Experimental Usage,False,1.00,Medium,,,,BrdU,Mouse,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"mouse monoclonal anti-BrdU (1:800, Sigma-Aldrich, St. Louis, MO)",Generic reporter/tag/housekeeping antibody: brdu
S100,antibodies,PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,0.9,Experimental Usage,False,1.00,Medium,,,,S100,Rabbit,Polyclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"rabbit anti-S100 (1:800, Sigma-Aldrich, St. Louis, MO)",Antibody target not in NF pathway/tumor biology gene list: S100
mouse IgG,antibodies,PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,0.85,Experimental Usage,False,0.67,Low,,,,mouse IgG,,Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,"secondary antibodies (anti-mouse Alexa Fluor 568 and anti-rabbit Alexa Fluor 488, 1:800 each, Invitrogen)",Secondary antibody (not an NF-specific research tool)
rabbit IgG,antibodies,PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,0.85,Experimental Usage,False,0.67,Low,,,,rabbit IgG,,Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,"secondary antibodies (anti-mouse Alexa Fluor 568 and anti-rabbit Alexa Fluor 488, 1:800 each, Invitrogen)",Secondary antibody (not an NF-specific research tool)
phospho-S6 (Ser240/244),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-S6 (Ser240/244),,,,,,,,,,,,,,,,,,,,,,,,,,,,"co-incubation with AlexaFlour488 conjugated-pS6 (Ser240/244) antibody (Cell Signaling Technology; Beverly, MA)",Antibody target not in NF pathway/tumor biology gene list: phospho-S6 (Ser240/244)
phospho-S6 (S240/244),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-S6 (S240/244),,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389)",Antibody target not in NF pathway/tumor biology gene list: phospho-S6 (S240/244)
S6,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antibodies for phospho-S6 (S240/244), S6, phospho-p70 S6K (T389)",Antibody target not in NF pathway/tumor biology gene list: S6
phospho-p70 S6K (T389),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-p70 S6K (T389),,,,,,,,,,,,,,,,,,,,,,,,,,,,"phospho-p70 S6K (T389), p70 S6K, phospho-Akt (S473)",Antibody target not in NF pathway/tumor biology gene list: phospho-p70 S6K (T389)
p70 S6K,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,p70 S6K,,,,,,,,,,,,,,,,,,,,,,,,,,,,"p70 S6K, phospho-Akt (S473), Akt",Antibody target not in NF pathway/tumor biology gene list: p70 S6K
phospho-Akt (S473),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-Akt (S473),,,,,,,,,,,,,,,,,,,,,,,,,,,,"phospho-Akt (S473), Akt, phospho-NDRG1 (T346)",Antibody target not in NF pathway/tumor biology gene list: phospho-Akt (S473)
Akt,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,Akt,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akt, phospho-NDRG1 (T346), SGK1",Antibody target not in NF pathway/tumor biology gene list: Akt
phospho-NDRG1 (T346),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-NDRG1 (T346),,,,,,,,,,,,,,,,,,,,,,,,,,,,"phospho-NDRG1 (T346), SGK1, phospho-PAK1 (S144)",Antibody target not in NF pathway/tumor biology gene list: phospho-NDRG1 (T346)
SGK1,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,SGK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SGK1, phospho-PAK1 (S144), PAK1",Antibody target not in NF pathway/tumor biology gene list: SGK1
phospho-PAK1 (S144),antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,phospho-PAK1 (S144),,,,,,,,,,,,,,,,,,,,,,,,,,,,"phospho-PAK1 (S144), PAK1, and 4EBP1",Antibody target not in NF pathway/tumor biology gene list: phospho-PAK1 (S144)
PAK1,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,PAK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: PAK1
4EBP1,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,4EBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PAK1, and 4EBP1 were from Cell Signaling Technology",Antibody target not in NF pathway/tumor biology gene list: 4EBP1
NDRG1,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,NDRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NDRG1 (Abcam; Cambridge, MA)",Antibody target not in NF pathway/tumor biology gene list: NDRG1
Rac1,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,Rac1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rac1 (BD Biosciences; San Jose, CA)",Antibody target not in NF pathway/tumor biology gene list: Rac1
GAPDH,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.33,Low,,,,GAPDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAPDH (EMD Millipore),Generic reporter/tag/housekeeping antibody: gapdh
Rheb,antibodies,PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,0.9,Experimental Usage,False,0.67,Low,,,,Rheb,,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"Rheb (3M6 monoclonal; a generous gift from Richard Lamb, University of Liverpool, U.K.)",Antibody target not in NF pathway/tumor biology gene list: Rheb
S100,antibodies,PMID:15255999,10.1186/1476-4598-3-20,"Molecular profiling of malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1, based on large-scale real-time RT-PCR.",,0.85,Experimental Usage,False,0.33,Low,,,,S100,,,,,,,,,,,,,,,,,,,,,,,,,,,,They were all S100-positive by immunostaining. The MPNSTs all arose from plexiform neurofibromas and showed very weak S100 immunostaining,Antibody target not in NF pathway/tumor biology gene list: S100
tubulin,antibodies,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.9,Experimental Usage,False,1.00,Medium,,,,tubulin,Mouse,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"anti-tubulin B-1-2-5 (Santa Cruz, mouse, 2% milk, 1:10000, 1 h, RT)",Generic reporter/tag/housekeeping antibody: tubulin
EGFR,antibodies,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.9,Experimental Usage,False,1.00,Medium,,,,EGFR,Rabbit,Monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,,"anti-EGFR D38B1 #4267 (Cell Signaling, rabbit, 2% milk, 1:1000–1:2000, 1 h, RT)",Antibody target not in NF pathway/tumor biology gene list: EGFR
p-ERK,antibodies,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.9,Experimental Usage,False,0.67,Low,,,,p-ERK,Rabbit,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,"p-ERK ½ (p44/42 MAPK) #9101 (Cell Signaling, rabbit, 2% BSA, 1:2000, overnight, 4 °C)",Antibody target not in NF pathway/tumor biology gene list: p-ERK
rabbit IgG,antibodies,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.85,Experimental Usage,False,0.67,Low,,,,rabbit IgG,Unknown,Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,secondary antibodies goat anti-rabbit HRP 1:20000 or goat anti-mouse HRP 1:10000 (Jackson Immunoresearch Laboratories Inc.),Secondary antibody (not an NF-specific research tool)
mouse IgG,antibodies,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.85,Experimental Usage,False,0.67,Low,,,,mouse IgG,Unknown,Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,secondary antibodies goat anti-rabbit HRP 1:20000 or goat anti-mouse HRP 1:10000 (Jackson Immunoresearch Laboratories Inc.),Secondary antibody (not an NF-specific research tool)
Pak1,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,Pak1,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include Pak1; Pak2; Mek1/2... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: Pak1
Pak2,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,Pak2,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include Pak1; Pak2; Mek1/2... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: Pak2
Mek1/2,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,Mek1/2,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include Pak1; Pak2; Mek1/2... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: Mek1/2
phospho-MEK1 (Ser298),antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.95,Experimental Usage,False,0.33,Low,,,,phospho-MEK1 (Ser298),Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... phospho-MEK1 (Ser298)... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: phospho-MEK1 (Ser298)
Erk1/2,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,Erk1/2,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... Erk1/2... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: Erk1/2
phospho-Erk1/2 (Thr202/Tyr204),antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.95,Experimental Usage,False,0.33,Low,,,,phospho-Erk1/2 (Thr202/Tyr204),Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... phospho-Erk1/2 (Thr202/Tyr204)... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: phospho-Erk1/2 (Thr202/Tyr204)
Akt,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,Akt,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... Akt... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: Akt
phospho-Akt (Thr308),antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.95,Experimental Usage,False,0.33,Low,,,,phospho-Akt (Thr308),Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... phospho-Akt (Thr308)... (Cell Signaling Technology),Antibody target not in NF pathway/tumor biology gene list: phospho-Akt (Thr308)
phospho-Pak1–3 (Ser141),antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.95,Experimental Usage,False,0.33,Low,,,,phospho-Pak1–3 (Ser141),Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... phospho-Pak1–3 (Ser141; Invitrogen),Antibody target not in NF pathway/tumor biology gene list: phospho-Pak1–3 (Ser141)
GST,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,GST,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... GST (Santa Cruz Biotechnology),Generic reporter/tag/housekeeping antibody: gst
β-actin,antibodies,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,Experimental Usage,False,0.33,Low,,,,β-actin,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,The antibodies used in this study include... β-actin (Sigma),Generic reporter/tag/housekeeping antibody: β-actin
DUSP6,antibodies,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,0.33,Low,,,,DUSP6,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Antibodies against DUSP6 (# ab76310) were from Abcam,Antibody target not in NF pathway/tumor biology gene list: DUSP6
cyclin D1,antibodies,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,0.33,Low,,,,cyclin D1,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Antibodies against cyclin D1 (sc-718 and sc-8396) were from Santa Cruz Biotechnology,Antibody target not in NF pathway/tumor biology gene list: cyclin D1
cyclin D1,antibodies,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,0.33,Low,,,,cyclin D1,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Antibodies against cyclin D1 (sc-718 and sc-8396) were from Santa Cruz Biotechnology,Antibody target not in NF pathway/tumor biology gene list: cyclin D1
Ki-67,antibodies,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,Experimental Usage,False,0.33,Low,,,,Ki-67,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary antibody, anti-Ki-67 (1:200 dilution; # Ab16667, lot number GR3185488–1, Abcam)",Antibody target not in NF pathway/tumor biology gene list: Ki-67
