pmid,doi,title,journal,year,pmc_id,publication_types
PMID:38414749,10.3389/fonc.2024.1329729,Challenges in treating children with optic pathway gliomas: an 18-year experience from a middle-income country.,Frontiers in oncology,2024,PMC10898851,Journal Article
PMID:38409461,10.1007/s11060-024-04610-9,Diverse learners: learning disabilities and quality of life following mind-body and health education interventions for adults with neurofibromatosis.,Journal of neuro-oncology,2024,PMC11221342,Journal Article
PMID:38402381,10.1186/s13023-024-03078-0,Impact of neurofibromatosis type 1 on quality of life using the Skindex-29 questionnaire quality of life in NF1.,Orphanet journal of rare diseases,2024,PMC10893671,Journal Article
PMID:38396452,10.3390/diagnostics14040414,Vertebro-Vertebral Arteriovenous Fistulae: A Case Series of Endovascular Management at a Single Center.,"Diagnostics (Basel, Switzerland)",2024,PMC10887677,Journal Article
PMID:38383070,10.1136/bjo-2023-324306,Genetic landscape and prognosis of conjunctival melanoma in Chinese patients.,The British journal of ophthalmology,2024,PMC11347268,Journal Article
PMID:38369643,10.1186/s40981-024-00697-1,Anesthesia management for thoracoscopic resection of a huge intrathoracic meningocele: a case report.,JA clinical reports,2024,PMC10874914,Journal Article
PMID:38360927,10.1038/s41467-024-45618-z,Neurofibromin 1 controls metabolic balance and Notch-dependent quiescence of murine juvenile myogenic progenitors.,Nature communications,2024,PMC10869796,Journal Article
PMID:38357619,10.1080/01658107.2023.2276189,Ophthalmologic Findings in Children with Neurofibromatosis Type 1.,Neuro-ophthalmology (Aeolus Press),2024,PMC10863344,Journal Article
PMID:38341515,10.1038/s41598-024-54136-3,ARID2 mutations may relay a distinct subset of cutaneous melanoma patients with different outcomes.,Scientific reports,2024,PMC10858967,Journal Article
PMID:38341500,10.1038/s41698-024-00524-x,NF1 mutations as biomarker of response to immune checkpoint blockades for lung adenocarcinoma patients.,NPJ precision oncology,2024,PMC10858913,Journal Article
PMID:38339344,10.3390/cancers16030594,The Effect of Non-Overlapping Somatic Mutations in ,Cancers,2024,PMC10854687,Journal Article
PMID:38339230,10.3390/cancers16030477,Gender-Specific Fine Motor Skill Learning Is Impaired by Myelin-Targeted Neurofibromatosis Type 1 Gene Mutation.,Cancers,2024,PMC10854893,Journal Article
PMID:38321701,10.1177/17407745231217279,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,"Clinical trials (London, England)",2024,PMC10865763,Journal Article
PMID:38318699,10.1080/09297049.2024.2307663,Written language achievement in children and adolescents with neurofibromatosis type 1 and Plexiform Neurofibromas.,Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence,2024,PMC11300704,Journal Article
PMID:38316674,10.1007/s00381-024-06304-z,Surgical revascularization as a procedure to prevent neurological complications in children with moyamoya syndrome associated with neurofibromatosis I: a single institution case series.,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2024,PMC11111570,Journal Article
PMID:38312227,10.1093/noajnl/vdae001,Differences in methylation profiles between long-term survivors and short-term survivors of IDH-wild-type glioblastoma.,Neuro-oncology advances,2024,PMC10838123,Journal Article
PMID:38282102,10.1186/s40792-024-01827-8,Duodenal neuroendocrine tumor after bilateral breast cancer with type 1 neurofibromatosis: a case report.,Surgical case reports,2024,PMC10822824,Journal Article
PMID:38279591,10.1111/srt.13595,Global research trends in cutaneous neurofibromas: A bibliometric analysis from 2003 to 2022.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024,PMC10818123,Journal Article
PMID:38275886,10.3390/cancers16020445,"The Clinical, Genomic, and Transcriptomic Landscape of BRAF Mutant Cancers.",Cancers,2024,PMC10814895,Journal Article
PMID:38275291,10.18632/oncotarget.28544,Genetic alterations in thyroid cancer mediating both resistance to BRAF inhibition and anaplastic transformation.,Oncotarget,2024,PMC10812235,Journal Article
PMID:38273014,10.1038/s41698-024-00500-5,A multidimensional atlas of human glioblastoma-like organoids reveals highly coordinated molecular networks and effective drugs.,NPJ precision oncology,2024,PMC10811239,Journal Article
PMID:38270845,10.1007/s10689-023-00355-y,Breast density in NF1 women: a retrospective study.,Familial cancer,2024,PMC10869382,Journal Article
PMID:38267057,10.2176/jns-nmc.2023-0200,Characteristics of MicroRNA Expression Depending on the Presence or Absence of Meningioma in Patients with Neurofibromatosis Type 2: A Secondary Analysis.,Neurologia medico-chirurgica,2024,PMC10992986,Journal Article
PMID:38263885,10.1098/rsob.230372,IqgC is a potent regulator of macropinocytosis in the presence of NF1 and its loading to macropinosomes is dependent on RasG.,Open biology,2024,PMC10806400,Journal Article
PMID:38263136,10.1186/s13046-023-02941-5,Augmenting MEK inhibitor efficacy in BRAF wild-type melanoma: synergistic effects of disulfiram combination therapy.,Journal of experimental & clinical cancer research : CR,2024,PMC10804659,Journal Article
PMID:38259646,10.3389/fneur.2023.1321895,"Liquid biopsy evaluation of circulating tumor DNA, miRNAs, and cytokines in meningioma patients.",Frontiers in neurology,2023,PMC10800936,Journal Article
PMID:38254850,10.3390/cancers16020361,Translation into Clinical Practice of the G1-G7 Molecular Subgroup Classification of Glioblastoma: Comprehensive Demographic and Molecular Pathway Profiling.,Cancers,2024,PMC10814912,Journal Article
PMID:38252486,10.1097/WNO.0000000000002075,The Relationship Between Choroidal Abnormalities and Visual Outcomes in Pediatric Patients With NF1-Associated Optic Pathway Gliomas.,Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,2024,PMC10922160,Journal Article
PMID:38229454,10.1002/acn3.51995,Estrogen-induced glial IL-1β mediates extrinsic retinal ganglion cell vulnerability in murine Nf1 optic glioma.,Annals of clinical and translational neurology,2024,PMC10963305,Journal Article
PMID:38226287,10.1016/j.heliyon.2023.e23685,Neurofibromatosis type 1: Clinical characteristics and mutation spectrum in a North Indian cohort.,Heliyon,2024,PMC10788438,Journal Article
PMID:38216572,10.1038/s41467-024-44755-9,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,Nature communications,2024,PMC10786885,Journal Article
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,Molecular metabolism,2024,PMC10844973,Journal Article
PMID:38203448,10.3390/ijms25010277,FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells.,International journal of molecular sciences,2023,PMC10779378,Journal Article
PMID:38201517,10.3390/cancers16010089,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,Cancers,2023,PMC10778372,Journal Article
PMID:38195220,10.1136/jcp-2023-209318,Clinicopathological analysis of BRAF and non-BRAF MAPK pathway-altered gliomas in paediatric and adult patients: a single-institution study of 40 patients.,Journal of clinical pathology,2025,PMC11874301,Journal Article
PMID:38188156,10.7717/peerj.16548,Improving maize carbon and nitrogen metabolic pathways and yield with nitrogen application rate and nitrogen forms.,PeerJ,2024,PMC10768660,Journal Article
PMID:38187178,10.1007/s13691-023-00625-7,A distal ileum malignant peripheral nerve sheath tumour after abdominal radiation therapy: case report of a rare tumour.,International cancer conference journal,2024,PMC10764679,Journal Article
PMID:38178783,10.1111/cas.16058,Molecular and clinicopathological features of KIT/PDGFRA wild-type gastrointestinal stromal tumors.,Cancer science,2024,PMC10920999,Journal Article
PMID:38173515,10.1016/j.heliyon.2023.e23445,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,Heliyon,2024,PMC10761559,Journal Article
PMID:38170419,10.1007/s11136-023-03574-z,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",2024,PMC12527638,Journal Article
PMID:38147552,10.1073/pnas.2315865120,Genome-wide and targeted CRISPR screens identify RNF213 as a mediator of interferon gamma-dependent pathogen restriction in human cells.,Proceedings of the National Academy of Sciences of the United States of America,2024,PMC10769850,Journal Article
PMID:38143440,10.3389/fmed.2023.1254955,Druggable genomic landscapes of high-grade gliomas.,Frontiers in medicine,2023,PMC10749203,Journal Article
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,"Clinical trials (London, England)",2024,PMC10922038,Journal Article
PMID:38139431,10.3390/ijms242417602,DNA Copy Number Alterations and Copy Neutral Loss of Heterozygosity in Adult Ph-Negative Acute B-Lymphoblastic Leukemia: Focus on the Genes Involved.,International journal of molecular sciences,2023,PMC10744257,Journal Article
PMID:38139220,10.3390/ijms242417387,Germline Variants in Cancer Predisposition Genes in Pediatric Patients with Central Nervous System Tumors.,International journal of molecular sciences,2023,PMC10744041,Journal Article
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,Cancers,2023,PMC10742026,Journal Article
PMID:38131619,10.1002/mgg3.2346,Hypertension in NF1: A closer look at the primacy of essential hypertension versus secondary causes.,Molecular genetics & genomic medicine,2024,PMC10767585,Journal Article
PMID:38130899,10.1093/noajnl/vdad156,Analysis of treatment sequence and outcomes in patients with relapsed malignant peripheral nerve sheath tumors.,Neuro-oncology advances,2023,PMC10733661,Journal Article
PMID:38123234,10.1183/16000617.0119-2023,Clinical-radiological-pathological correlation in pulmonary hypertension with unclear and/or multifactorial mechanisms.,European respiratory review : an official journal of the European Respiratory Society,2023,PMC10731469,Journal Article
PMID:38116405,10.1021/acsmedchemlett.3c00386,"Development of HC-258, a Covalent Acrylamide TEAD Inhibitor That Reduces Gene Expression and Cell Migration.",ACS medicinal chemistry letters,2023,PMC10726447,Journal Article
PMID:38115252,10.1097/MD.0000000000036696,Identification of hub genes and drug candidates for NF2-related vestibular schwannoma by bioinformatics tools.,Medicine,2023,PMC10727542,Journal Article
PMID:38111842,10.3205/iprs000181,Mandibular symmetry on posterior-anterior cephalograms of neurofibromatosis type 1 patients with facial plexiform neurofibroma.,GMS Interdisciplinary plastic and reconstructive surgery DGPW,2023,PMC10726724,Journal Article
PMID:38107530,10.32598/bcn.2021.1483.2,Introducing Albumin and Interleukin 6 as Common Critical Dysregulated Proteins Between Migraine and Gliosarcoma.,Basic and clinical neuroscience,2023,PMC10719970,Journal Article
PMID:38093606,10.1002/mgg3.2332,Germline mutations in pediatric cancer cohort with mixed-ancestry Mexicans.,Molecular genetics & genomic medicine,2024,PMC10767611,Journal Article
PMID:38066966,10.3390/ani13233615,Molecular Cloning and Functional Characterization of the 5' Regulatory Region of the ,Animals : an open access journal from MDPI,2023,PMC10705196,Journal Article
PMID:38058737,10.1016/j.omtm.2023.101156,Case report of selumetinib as a novel therapy in a neurofibromatosis type 2-associated ependymoma.,Molecular therapy. Methods & clinical development,2023,PMC10696461,Journal Article
PMID:38057084,10.1265/ehpm.23-00221,Quality of life in patients with neurofibromatosis type 1: a nationwide database study in Japan from 2015 to 2019.,Environmental health and preventive medicine,2023,PMC10711372,Journal Article
PMID:38042136,10.1016/j.tranon.2023.101852,Distinctive mesenchymal-like neurofibroma stem cells shape NF1 clinical phenotypes controlled by BDNF microenvironment.,Translational oncology,2024,PMC10716025,Journal Article
PMID:38026878,10.3389/fbioe.2023.1288539,"Biomimetic electrospun nanofibrous scaffold for tissue engineering: preparation, optimization by design of experiments (DOE), ",Frontiers in bioengineering and biotechnology,2023,PMC10646156,Journal Article
PMID:38025622,10.1097/GOX.0000000000005405,Targeted Muscle Reinnervation and Regenerative Peripheral Nerve Interfaces for Prophylactic Pain Control in Neurofibromatosis Type 1 Amputees.,Plastic and reconstructive surgery. Global open,2023,PMC10659716,Journal Article
PMID:38021917,10.7759/cureus.47594,Using ChatGPT to Predict Cancer Predisposition Genes: A Promising Tool for Pediatric Oncologists.,Cureus,2023,PMC10666922,Journal Article
PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,Science advances,2023,PMC10672174,Journal Article
PMID:37998600,10.3390/diagnostics13223464,Diagnostic Insights into Pediatric Pleomorphic Xanthoastrocytoma through DNA Methylation Class and Pathological Diagnosis Analysis.,"Diagnostics (Basel, Switzerland)",2023,PMC10670667,Journal Article
PMID:37996843,10.1186/s12883-023-03429-7,Impact of neurofibromatosis type 1 with plexiform neurofibromas on the health-related quality of life and work productivity of adult patients and caregivers in the UK: a cross-sectional survey.,BMC neurology,2023,PMC10666383,Journal Article
