pmid,title,doi,journal,year,source,query_type
PMID:32147744,Legius Syndrome and its Relationship with Neurofibromatosis Type 1.,10.2340/00015555-3429,Acta dermato-venereologica,2020,pubmed,bench
PMID:32144278,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,10.1038/s41598-020-60156-6,Scientific reports,2020,pubmed,bench
PMID:32107864,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,10.1002/mgg3.1180,Molecular genetics & genomic medicine,2020,pubmed,bench
PMID:32098059,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,10.3390/genes11020226,Genes,2020,pubmed,bench
PMID:32089640,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,10.1155/2020/5784876,Sarcoma,2020,pubmed,bench
PMID:32075265,Bioactive Phenolic Compounds in the Modulation of Central and Peripheral Nervous System Cancers: Facts and Misdeeds.,10.3390/cancers12020454,Cancers,2020,pubmed,bench
PMID:31979111,In-silico Analysis of ,10.3390/ijms21030721,International journal of molecular sciences,2020,pubmed,bench
PMID:31965112,Practical approach to diagnosis of bland-looking spindle cell lesions of the breast.,10.32074/1591-951X-31-19,Pathologica,2019,pubmed,bench
PMID:31940719,The Role of RUNX1 in NF1-Related Tumors and Blood Disorders.,10.14348/molcells.2019.0295,Molecules and cells,2020,pubmed,bench
PMID:31936793,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,10.3390/cancers12010177,Cancers,2020,pubmed,bench
PMID:31927807,Rare Primary Retroperitoneal Neoplasms.,,The Israel Medical Association journal : IMAJ,2020,pubmed,bench
PMID:31917795,Soluble AXL as a marker of disease progression and survival in melanoma.,10.1371/journal.pone.0227187,PloS one,2020,pubmed,bench
PMID:31913576,Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural collaboration for the study of RASopathies.,10.1002/ajmg.a.61485,American journal of medical genetics. Part A,2020,pubmed,bench
PMID:31905340,The Sword of Damocles: Living with Neurofibromatosis Type 1.,10.7812/TPP/19.111,The Permanente journal,2020,pubmed,bench
PMID:31888936,Perceived burden in dealing with different rare diseases: a qualitative focus group study.,10.1136/bmjopen-2019-033353,BMJ open,2019,pubmed,bench
PMID:31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,10.18632/aging.102529,Aging,2019,pubmed,bench
PMID:31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,10.1038/s41598-019-56022-9,Scientific reports,2019,pubmed,bench
PMID:31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,10.1038/s41467-019-13640-1,Nature communications,2019,pubmed,bench
PMID:31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,10.1038/s41597-019-0317-x,Scientific data,2019,pubmed,bench
PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,10.1074/jbc.RA119.010934,The Journal of biological chemistry,2020,pubmed,bench
PMID:31793149,Funding community collaboration to develop effective therapies for neurofibromatosis type 1 tumors.,10.15252/emmm.201911656,EMBO molecular medicine,2020,pubmed,bench
PMID:31763624,Sox2,10.1093/noajnl/vdz027,Neuro-oncology advances,2019,pubmed,bench
PMID:31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,10.1016/j.lfs.2019.117079,Life sciences,2019,pubmed,bench
PMID:31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,10.1186/s13041-019-0517-5,Molecular brain,2019,pubmed,bench
PMID:31730023,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,10.1186/s40360-019-0369-8,BMC pharmacology & toxicology,2019,pubmed,bench
PMID:31673175,Short Term Results of a New Comprehensive Protocol for the Management of Congenital Pseudarthrosis of the Tibia.,10.4103/ortho.IJOrtho_155_19,Indian journal of orthopaedics,2019,pubmed,bench
PMID:31652973,The Role of Merlin/NF2 Loss in Meningioma Biology.,10.3390/cancers11111633,Cancers,2019,pubmed,bench
PMID:31652930,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,10.3390/genes10110839,Genes,2019,pubmed,bench
PMID:31650029,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,10.1016/j.omto.2019.09.001,Molecular therapy oncolytics,2019,pubmed,bench
PMID:31594823,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,10.1158/1535-7163.MCT-19-0319,Molecular cancer therapeutics,2020,pubmed,bench
PMID:31585900,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,10.2741/4817,Frontiers in bioscience (Landmark edition),2020,pubmed,bench
PMID:31558499,Carotid Artery Tortuosity Is Associated with Connective Tissue Diseases.,10.3174/ajnr.A6218,AJNR. American journal of neuroradiology,2019,pubmed,bench
PMID:31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,10.7554/eLife.48983,eLife,2019,pubmed,bench
PMID:31511601,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,10.1038/s41598-019-49705-w,Scientific reports,2019,pubmed,bench
PMID:31474359,Heterozygous Tumor Suppressor Microenvironment in Cancer Development.,10.1016/j.trecan.2019.07.004,Trends in cancer,2019,pubmed,bench
PMID:31468499,When Low Bone Mineral Density and Fractures Is Not Osteoporosis.,10.1007/s11914-019-00529-7,Current osteoporosis reports,2019,pubmed,bench
PMID:31443423,One ,10.3390/genes10090633,Genes,2019,pubmed,bench
PMID:31427883,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,10.1155/2019/7656747,Sarcoma,2019,pubmed,bench
PMID:31397088,Intestinal tumors in neurofibromatosis 1 with special reference to fatal gastrointestinal stromal tumors (GIST).,10.1002/mgg3.927,Molecular genetics & genomic medicine,2019,pubmed,bench
PMID:31386861,The Hippo Signaling Pathway in Development and Disease.,10.1016/j.devcel.2019.06.003,Developmental cell,2019,pubmed,bench
PMID:31312020,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",10.1038/s41388-019-0883-6,Oncogene,2019,pubmed,bench
PMID:31296571,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,10.1074/jbc.RA118.006937,The Journal of biological chemistry,2019,pubmed,bench
PMID:31291992,COX2 expression is associated with proliferation and tumor extension in vestibular schwannoma but is not influenced by acetylsalicylic acid intake.,10.1186/s40478-019-0760-0,Acta neuropathologica communications,2019,pubmed,bench
PMID:31291965,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,10.1186/s12964-019-0388-5,Cell communication and signaling : CCS,2019,pubmed,bench
PMID:31257748,Expression of ,10.3803/EnM.2019.34.2.203,"Endocrinology and metabolism (Seoul, Korea)",2019,pubmed,bench
PMID:31250618,Neurodevelopmental Aspects of RASopathies.,10.14348/molcells.2019.0037,Molecules and cells,2019,pubmed,bench
PMID:31234911,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,10.1186/s13041-019-0481-0,Molecular brain,2019,pubmed,bench
PMID:31201186,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,10.1136/bmjopen-2018-026185,BMJ open,2019,pubmed,bench
PMID:31201114,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,10.1016/j.redox.2019.101224,Redox biology,2019,pubmed,bench
PMID:31178748,LRPPRC: A Multifunctional Protein Involved in Energy Metabolism and Human Disease.,10.3389/fphys.2019.00595,Frontiers in physiology,2019,pubmed,bench
PMID:31171721,Peroxynitrite supports a metabolic reprogramming in merlin-deficient Schwann cells and promotes cell survival.,10.1074/jbc.RA118.007152,The Journal of biological chemistry,2019,pubmed,bench
PMID:31131338,Recombinant Human Bone Morphogenetic Protein 6 Delivered Within Autologous Blood Coagulum Restores Critical Size Segmental Defects of Ulna in Rabbits.,10.1002/jbm4.10085,JBMR plus,2019,pubmed,bench
PMID:31111915,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,10.1093/neuonc/noz080,Neuro-oncology,2019,pubmed,bench
PMID:31103079,Nerve Tumors of the Upper Extremity.,10.1016/j.cps.2019.02.008,Clinics in plastic surgery,2019,pubmed,bench
PMID:31091306,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,10.1093/hmg/ddz095,Human molecular genetics,2019,pubmed,bench
PMID:31063758,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,10.1016/j.devcel.2019.04.014,Developmental cell,2019,pubmed,bench
PMID:31053152,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,10.1186/s13046-019-1183-2,Journal of experimental & clinical cancer research : CR,2019,pubmed,bench
PMID:31044082,Discordant phenotype caused by ,10.1038/s41439-019-0051-0,Human genome variation,2019,pubmed,bench
PMID:31043173,Nuclear TFE3 expression is a diagnostic marker for Desmoid-type fibromatosis.,10.1186/s13000-019-0814-4,Diagnostic pathology,2019,pubmed,bench
PMID:31033921,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,10.1097/MAO.0000000000002272,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2019,pubmed,bench
PMID:31032403,RUNX represses ,10.1126/sciadv.aau8389,Science advances,2019,pubmed,bench
PMID:31023785,Malignant Peripheral Nerve Sheath Tumors: From Epigenome to Bedside.,10.1158/1541-7786.MCR-19-0147,Molecular cancer research : MCR,2019,pubmed,bench
PMID:31015291,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,10.1126/scisignal.aau8749,Science signaling,2019,pubmed,bench
PMID:31013682,The ERK MAPK Pathway Is Essential for Skeletal Development and Homeostasis.,10.3390/ijms20081803,International journal of molecular sciences,2019,pubmed,bench
PMID:30996736,Congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.,10.1302/1863-2548.13.180147,Journal of children's orthopaedics,2019,pubmed,bench
PMID:30984524,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the ,10.2478/bjmg-2018-0019,Balkan journal of medical genetics : BJMG,2018,pubmed,bench
PMID:30971890,Schwann Cell Precursors; Multipotent Glial Cells in Embryonic Nerves.,10.3389/fnmol.2019.00069,Frontiers in molecular neuroscience,2019,pubmed,bench
PMID:30915713,Dysregulation of CRMP2 Post-Translational Modifications Drive Its Pathological Functions.,10.1007/s12035-019-1568-4,Molecular neurobiology,2019,pubmed,bench
PMID:30886482,Asymptomatic Pinkish-Red Nodule over the Posterolateral Tongue.,10.4103/JCAS.JCAS_93_18,Journal of cutaneous and aesthetic surgery,2018,pubmed,bench
PMID:30867289,EZH1/2 function mostly within canonical PRC2 and exhibit proliferation-dependent redundancy that shapes mutational signatures in cancer.,10.1073/pnas.1814634116,Proceedings of the National Academy of Sciences of the United States of America,2019,pubmed,bench
PMID:30850948,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,10.1007/s13238-019-0614-3,Protein & cell,2019,pubmed,bench
PMID:30820037,Educational delay and attainment in persons with neurofibromatosis 1 in Denmark.,10.1038/s41431-019-0359-8,European journal of human genetics : EJHG,2019,pubmed,bench
PMID:30816526,"MicroRNA‑92a promotes cell proliferation, migration and survival by directly targeting the tumor suppressor gene NF2 in colorectal and lung cancer cells.",10.3892/or.2019.7020,Oncology reports,2019,pubmed,bench
PMID:30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,10.1158/1078-0432.CCR-18-2437,Clinical cancer research : an official journal of the American Association for Cancer Research,2019,pubmed,bench
PMID:30744170,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,10.3390/cancers11020202,Cancers,2019,pubmed,bench
PMID:30728335,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,10.1172/jci.insight.98601,JCI insight,2019,pubmed,bench
PMID:30722027,"Low mutation burden and frequent loss of CDKN2A/B and SMARCA2, but not PRC2, define premalignant neurofibromatosis type 1-associated atypical neurofibromas.",10.1093/neuonc/noz028,Neuro-oncology,2019,pubmed,bench
PMID:30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,10.1016/j.stemcr.2019.01.001,Stem cell reports,2019,pubmed,bench
PMID:30710873,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,10.1016/j.nicl.2019.101692,NeuroImage. Clinical,2019,pubmed,bench
PMID:30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",10.1038/s41596-018-0105-7,Nature protocols,2019,pubmed,bench
PMID:30615146,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,10.1093/neuonc/noz002,Neuro-oncology,2019,pubmed,bench
PMID:30603728,Approach to wild-type gastrointestinal stromal tumors.,10.21037/tgh.2018.10.13,Translational gastroenterology and hepatology,2018,pubmed,bench
PMID:32397722,NEUROFIBROMATOSIS TYPE 1 AND OPTIC PATHWAY GLIOMA.,10.31348/2019/4/4,Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti,2019,pubmed,bench
PMID:30571760,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,10.1371/journal.pone.0208835,PloS one,2018,pubmed,bench
PMID:30542514,Brief report on similar mutational changes in neurofibromatosis type 2 gene in minute pulmonary meningothelial-like nodule and meningioma of the central nervous system.,10.18632/oncotarget.26325,Oncotarget,2018,pubmed,bench
PMID:30542122,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,10.1038/s41388-018-0600-x,Oncogene,2019,pubmed,bench
