pmid,title,verdict,reasoning
PMID:25877069,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,INCLUDE,Cell line establishment
PMID:25877329,A RASopathy gene commonly mutated in cancer: the neurofibromatosis type 1 tumour suppressor.,EXCLUDE,Genetic mechanism review
PMID:25884485,Evaluation of copy number variation and gene expression in neurofibromatosis type-1-associated malignant peripheral nerve sheath tumours.,EXCLUDE,No specific research tool mentioned
PMID:25887585,NMF-mGPU: non-negative matrix factorization on multi-GPU systems.,EXCLUDE,"Computational method, but not NF-specific"
PMID:25893273,High spatial resolution imaging mass spectrometry of human optic nerve lipids and proteins.,EXCLUDE,No research tool usage
PMID:25893302,Role of Merlin/NF2 inactivation in tumor biology.,EXCLUDE,Theoretical review of NF2 protein
PMID:25902174,Hippo pathway gene mutations in malignant mesothelioma: revealed by RNA and targeted exon sequencing.,EXCLUDE,No research tool usage
PMID:25909290,Expression alterations define unique molecular characteristics of spinal ependymomas.,EXCLUDE,No research tool usage
PMID:25917016,"Nf1 Haploinsufficiency Alters Myeloid Lineage Commitment and Function, Leading to Deranged Skeletal Homeostasis.",EXCLUDE,No research tool usage
PMID:25917366,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,INCLUDE,Uses HCN channel as potential therapeutic tool
PMID:25946318,Classic Ras Proteins Promote Proliferation and Survival via Distinct Phosphoproteome Alterations in Neurofibromin-Null Malignant Peripheral Nerve Sheath Tumor Cells.,EXCLUDE,No research tool usage
PMID:25962619,"ADHD-associated dopamine transporter, latrophilin and neurofibromin share a dopamine-related locomotor signature in Drosophila.",EXCLUDE,No research tool usage
PMID:26000738,Monoallelic loss of the imprinted gene Grb10 promotes tumor formation in irradiated Nf1+/- mice.,EXCLUDE,No research tool usage
PMID:26039236,Hyperactive RAS/PI3-K/MAPK Signaling Cascade in Migration and Adhesion of Nf1 Haploinsufficient Mesenchymal Stem/Progenitor Cells.,EXCLUDE,No research tool usage
PMID:26045165,Angiomotin binding-induced activation of Merlin/NF2 in the Hippo pathway.,EXCLUDE,No research tool usage
PMID:26057084,Merlin status regulates p75(NTR) expression and apoptotic signaling in Schwann cells following nerve injury.,EXCLUDE,No research tool usage
PMID:26066488,A Systematic Assessment of Accuracy in Detecting Somatic Mosaic Variants by Deep Amplicon Sequencing: Application to NF2 Gene.,INCLUDE,Deep amplicon sequencing tool for detecting mosaic variants
PMID:26073082,Runx1 contributes to neurofibromatosis type 1 neurofibroma formation.,EXCLUDE,No research tool usage
PMID:26073604,The SWI/SNF Subunit INI1 Contains an N-Terminal Winged Helix DNA Binding Domain that Is a Target for Mutations in Schwannomatosis.,EXCLUDE,No research tool usage
PMID:26076063,NF1 Mutations Are Common in Desmoplastic Melanoma.,EXCLUDE,No research tool usage
PMID:26150484,In vitro modeling of hyperpigmentation associated to neurofibromatosis type 1 using melanocytes derived from human embryonic stem cells.,INCLUDE,Human embryonic stem cell-derived melanocyte model
PMID:26190969,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",INCLUDE,Mouse models for synaptic transmission
PMID:26219339,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,INCLUDE,High-throughput kinome screening tool
PMID:26258444,Merlin Isoforms 1 and 2 Both Act as Tumour Suppressors and Are Required for Optimal Sperm Maturation.,EXCLUDE,No research tool usage
PMID:26344136,NF2/Merlin is required for the axial pattern formation in the Xenopus laevis embryo.,EXCLUDE,No research tool usage
PMID:26344771,Mutational Analysis of Ionizing Radiation Induced Neoplasms.,EXCLUDE,No research tool usage
PMID:26423696,How to Target Activated Ras Proteins: Direct Inhibition vs. Induced Mislocalization.,EXCLUDE,No research tool usage
PMID:26445504,Mediator Subunit Med28 Is Essential for Mouse Peri-Implantation Development and Pluripotency.,EXCLUDE,No research tool usage
PMID:26461061,"Targeted NF1 cancer therapeutics with multiple modes of action: small molecule hormone-like agents resembling the natural anticancer metabolite, 2-methoxyoestradiol.",EXCLUDE,No research tool usage
PMID:26468183,Dysregulation of Mammalian Target of Rapamycin Signaling in Mouse Models of Autism.,EXCLUDE,No research tool usage
PMID:26478990,A novel diagnostic method to detect truncated neurofibromin in neurofibromatosis 1.,INCLUDE,Novel diagnostic method for detecting neurofibromin
PMID:26483553,NF2/Merlin mediates contact-dependent inhibition of EGFR mobility and internalization via cortical actomyosin.,EXCLUDE,No research tool usage
PMID:26490262,Nuclear import mechanism of neurofibromin for localization on the spindle and function in chromosome congression.,EXCLUDE,No research tool usage
PMID:26509978,Functional Analysis of Mutations in Exon 9 of NF1 Reveals the Presence of Several Elements Regulating Splicing.,EXCLUDE,No research tool usage
PMID:26530423,Chemically Induced Oncogenesis in the Peripheral Nervous System Is Suppressed in Congenic BDIX.BDIV-Mss1 and -Mss7 Rats.,EXCLUDE,No research tool usage
PMID:26536237,Anaplastic Lymphoma Kinase Acts in the Drosophila Mushroom Body to Negatively Regulate Sleep.,EXCLUDE,No research tool usage
PMID:26549023,"The scaffold protein KSR1, a novel therapeutic target for the treatment of Merlin-deficient tumors.",INCLUDE,KSR1 scaffold protein as potential therapeutic target
PMID:26554010,Anti-VEGF treatment improves neurological function and augments radiation response in NF2 schwannoma model.,EXCLUDE,No research tool usage
PMID:26558359,A novel genetic- and cell-based tool for assessing the efficacy and toxicity of anticancer drugs in vitro.,INCLUDE,Novel genetic and cell-based tool for drug testing
PMID:26585554,Loss of H3K27 trimethylation distinguishes malignant peripheral nerve sheath tumors from histologic mimics.,EXCLUDE,No research tool usage
PMID:26635368,"Interaction between a Domain of the Negative Regulator of the Ras-ERK Pathway, SPRED1 Protein, and the GTPase-activating Protein-related Domain of Neurofibromin Is Implicated in Legius Syndrome and Neurofibromatosis Type 1.",EXCLUDE,No research tool usage
PMID:26645727,Loss of H3K27me3 Expression Is a Highly Sensitive Marker for Sporadic and Radiation-induced MPNST.,EXCLUDE,No research tool usage
PMID:26657314,Immortalized Human Schwann Cell Lines Derived From Tumors of Schwannomatosis Patients.,INCLUDE,Immortalized Schwann cell lines from schwannomatosis patients
PMID:26658687,RNAi-nanoparticulate manipulation of gene expression as a new functional genomics tool in the liver.,EXCLUDE,No NF-specific tool usage
PMID:26740486,The Challenge of Cancer Genomics in Rare Nervous System Neoplasms: Malignant Peripheral Nerve Sheath Tumors as a Paradigm for Cross-Species Comparative Oncogenomics.,EXCLUDE,No research tool usage
PMID:26740548,Nf1+/- monocytes/macrophages induce neointima formation via CCR2 activation.,EXCLUDE,No research tool usage
PMID:26753962,ANRIL: a pivotal tumor suppressor long non-coding RNA in human cancers.,EXCLUDE,No research tool usage
PMID:26822862,Capturing the wide variety of impaired fracture healing phenotypes in Neurofibromatosis Type 1 with eight key factors: a computational study.,INCLUDE,Computational study of fracture healing phenotypes
PMID:26840085,Dual mTORC1/2 inhibition induces anti-proliferative effect in NF1-associated plexiform neurofibroma and malignant peripheral nerve sheath tumor cells.,EXCLUDE,No research tool usage
PMID:26861207,Feedback activation of neurofibromin terminates growth factor-induced Ras activation.,EXCLUDE,No research tool usage
PMID:26883872,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,INCLUDE,3D imaging mass spectrometry tool
PMID:26896440,Neurofibromin Loss of Function Drives Excessive Grooming in Drosophila.,EXCLUDE,No research tool usage
PMID:26904939,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,INCLUDE,Insertional mutagenesis as a research tool
PMID:26908603,NF1 germline mutation differentially dictates optic glioma formation and growth in neurofibromatosis-1.,EXCLUDE,Genetic mutation analysis without specific tool development
PMID:27021207,Acceptance and commitment therapy in youth with neurofibromatosis type 1 (NF1) and chronic pain and their parents: A pilot study of feasibility and preliminary efficacy.,INCLUDE,Clinical assessment tool (therapy feasibility study)
PMID:27078850,Whole exome sequencing of urachal adenocarcinoma reveals recurrent NF1 mutations.,EXCLUDE,Genetic mutation sequencing without tool development
PMID:27081657,A randomized placebo-controlled lovastatin trial for neurobehavioral function in neurofibromatosis I.,INCLUDE,Clinical assessment tool (randomized trial)
PMID:27103823,Triterpenoid saponin flaccidoside II from Anemone flaccida triggers apoptosis of NF1-associated malignant peripheral nerve sheath tumors via the MAPK-HO-1 pathway.,EXCLUDE,Molecular pathway investigation
PMID:27159396,Cotargeting MNK and MEK kinases induces the regression of NF1-mutant cancers.,EXCLUDE,Molecular pathway investigation
PMID:27216189,YAP Mediates Tumorigenesis in Neurofibromatosis Type 2 by Promoting Cell Survival and Proliferation through a COX-2-EGFR Signaling Axis.,EXCLUDE,Signaling pathway mechanism study
PMID:27285107,Merlin inhibits Wnt/β-catenin signaling by blocking LRP6 phosphorylation.,EXCLUDE,Molecular signaling mechanism study
PMID:27313208,The neurofibromin recruitment factor Spred1 binds to the GAP related domain without affecting Ras inactivation.,EXCLUDE,Protein interaction study
PMID:27345717,"Merlin, a regulator of Hippo signaling, regulates Wnt/β-catenin signaling.",EXCLUDE,Molecular signaling mechanism study
PMID:27363027,Crizotinib inhibits NF2-associated schwannoma through inhibition of focal adhesion kinase 1.,EXCLUDE,Drug inhibition mechanism study
PMID:27385209,"Co-expression modules of NF1, PTEN and sprouty enable distinction of adult diffuse gliomas according to pathway activities of receptor tyrosine kinases.",EXCLUDE,Gene co-expression analysis
PMID:27418650,Stat5 is critical for the development and maintenance of myeloproliferative neoplasm initiated by Nf1 deficiency.,EXCLUDE,Molecular mechanism study
PMID:27458360,COMT Val(158)Met Polymorphism Is Associated with Verbal Working Memory in Neurofibromatosis Type 1.,INCLUDE,Genetic polymorphism assessment tool
PMID:27467574,Neuron-Specific Deletion of the Nf2 Tumor Suppressor Impairs Functional Nerve Regeneration.,EXCLUDE,Neurological mechanism study
PMID:27527646,Neurocognitive outcomes in neurofibromatosis clinical trials: Recommendations for the domain of attention.,INCLUDE,Neurocognitive assessment tool development
PMID:27527648,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,INCLUDE,Patient-reported outcome measurement tool
PMID:27551454,Tumor suppressor Nf2/merlin drives Schwann cell changes following electromagnetic field exposure through Hippo-dependent mechanisms.,EXCLUDE,Cellular mechanism study
PMID:27588404,Characterizing the immune microenvironment of malignant peripheral nerve sheath tumor by PD-L1 expression and presence of CD8+ tumor infiltrating lymphocytes.,EXCLUDE,Tumor microenvironment characterization
PMID:27655679,Comprehensive adipocytic and neurogenic tissue microarray analysis of NY-ESO-1 expression - a promising immunotherapy target in malignant peripheral nerve sheath tumor and liposarcoma.,EXCLUDE,Tissue microarray analysis
PMID:27706810,"Antitumor effects of 4-methylumbelliferone, a hyaluronan synthesis inhibitor, on malignant peripheral nerve sheath tumor.",EXCLUDE,Drug effect study
PMID:27741517,"Ral A, via activating the mitotic checkpoint, sensitizes cells lacking a functional Nf1 to apoptosis in the absence of protein kinase C.",EXCLUDE,Molecular mechanism study
PMID:27748759,EGFR-Stat3 signalling in nerve glial cells modifies neurofibroma initiation.,EXCLUDE,Signaling mechanism study
PMID:27755359,Inhibiting p21-Activated Kinase Induces Cell Death in Vestibular Schwannoma and Meningioma via Mitotic Catastrophe.,EXCLUDE,Cell death mechanism study
PMID:27760236,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,INCLUDE,Autism symptom assessment tool
PMID:27773571,NF1 Is a Direct G Protein Effector Essential for Opioid Signaling to Ras in the Striatum.,EXCLUDE,Molecular signaling mechanism study
PMID:27791021,Physical interaction between neurofibromin and serotonin 5-HT6 receptor promotes receptor constitutive activity.,EXCLUDE,Protein interaction study
