clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
675ffbdf-4161-44d5-a69e-a68542a4ada3,MacArthur Bates Communicative Development Inventory (CDI),,,,,,,,,,,,PMID:34049498,,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,methods,0.95,"Parents completed the MacArthur Bates Communicative Development Inventory (CDI) long form. The CDI measures early language abilities by assessing vocabulary comprehension and expression, use of gestures and grammar.",Standardized language development assessment not detected by mining patterns,,AI validation - Sonnet 4.5,0,0,,
7a3626bf-49c4-47b3-8888-4b807e745a8d,PedsQL,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,abstract,1.0,"...parent-reported questionnaires (PedsQL™, CBCL/6-18). Six children completed...",Standard clinical assessment tool name not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
2e80decd-97eb-4939-a719-2a31370195f9,PedsQL Generic 4.0,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,methods,1.0,"...Quality of life was assessed by parent reported questionnaires, including the Pediatric Quality of Life (PedsQL™) Generic 4.0 and Neuromuscular (3.0) modules...",Specific version of PedsQL not captured,,AI validation - Sonnet 4.5,0,0,,
0d2d0a4c-30ac-4324-9e0f-4410fba6ed21,PedsQL Neuromuscular 3.0,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,methods,1.0,...the Pediatric Quality of Life (PedsQL™) Generic 4.0 and Neuromuscular (3.0) modules...,Specific neuromuscular module not captured,,AI validation - Sonnet 4.5,0,0,,
c3e5ae73-4edf-4746-a06d-13b384d384f9,CBCL/6-18,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,abstract,1.0,"...parent-reported questionnaires (PedsQL™, CBCL/6-18). Six children completed...",Standard behavioral assessment tool abbreviation not captured,,AI validation - Sonnet 4.5,0,0,,
1c82a5d4-a481-4450-962b-ceb0934af7c9,Child Behavior Checklist for ages 6-18,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,methods,1.0,"...Quality of life was assessed by parent reported questionnaires, including the Pediatric Quality of Life (PedsQL™) Generic 4.0 and Neuromuscular (3.0) modules, and The Child Behavior Checklist for ages 6–18 or CBCL/6–18...",Full name of behavioral assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
0b65edd4-bcaa-4163-a6b7-9b677daafe3b,6-minute-walk test,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,abstract,0.9,"...functional measures (muscle strength, long jump, handwriting speed, 6-minute-walk test [6MWT])...",Standardized functional assessment test not captured,,AI validation - Sonnet 4.5,0,0,,
0e21ae8c-4472-4f3f-a971-cb215b0180ab,6MWT,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,abstract,0.9,"...handwriting speed, 6-minute-walk test [6MWT]), and parent-reported...",Abbreviation for 6-minute walk test not captured,,AI validation - Sonnet 4.5,0,0,,
8093eeda-ad90-40ab-90df-1be70cceea6e,Handwriting Speed Test,,,,,,,,,,,,PMID:34155781,,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,methods,0.9,"...Fine motor endurance was evaluated by the Handwriting Speed Test (Wallen et al., 1996) that gives a raw score in letters per minute...",Standardized motor assessment test not captured,,AI validation - Sonnet 4.5,0,0,,
8560b6fd-4332-42fb-a71f-fb36b1775c8f,Handheld Dynamometry,,,,,,,,,,,,PMID:34230196,,Reliability of Handheld Dynamometry to Measure Focal Muscle Weakness in Neurofibromatosis Types 1 and 2.,abstract,0.95,we evaluated the intraobserver reliability of handheld dynamometry (HHD) and developed consensus recommendations for its use in NF clinical trials,"This is the primary clinical assessment tool being validated in the study. HHD is a standardized measurement technique for assessing muscle strength, which is a legitimate clinical assessment tool that should be captured.",,AI validation - Sonnet 4.5,0,0,,
7e0b96e7-977b-4b9d-9d72-aab73e9811f3,Manual Muscle Testing,,,,,,,,,,,,PMID:34230196,,Reliability of Handheld Dynamometry to Measure Focal Muscle Weakness in Neurofibromatosis Types 1 and 2.,abstract,0.9,Patients ≥5 years of age with weakness in at least 1 muscle group by manual muscle testing (MMT) were eligible,MMT is a standardized clinical assessment protocol for evaluating muscle strength. It's a well-established clinical assessment tool used for patient screening and outcome measurement.,,AI validation - Sonnet 4.5,0,0,,
c1809ad8-c8b2-459d-8693-9287fbf24060,Pediatric Quality of Life Inventory (PedsQL) Generic Core Scales,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,The highest-rated generic measures were (1) the Pediatric Quality of Life Inventory (PedsQL) Generic Core Scales for NF clinical trials for children or for children through adults,Clinical assessment tool pattern likely doesn't capture full instrument names with parenthetical abbreviations,,AI validation - Sonnet 4.5,0,0,,
0e9a5998-1eba-4a60-9db5-a062a8e92895,PedsQL,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,the Pediatric Quality of Life Inventory (PedsQL) Generic Core Scales for NF clinical trials,Abbreviated form of clinical assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
8896a35f-6b6c-4b0a-a8e7-1429e8f1eead,Functional Assessment of Cancer Therapy-General,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,(2) the Functional Assessment of Cancer Therapy-General for adult medical trials,Clinical assessment tool pattern doesn't capture hyphenated instrument names,,AI validation - Sonnet 4.5,0,0,,
034beb00-b54a-476a-a3a6-c189995a84cd,World Health Organization Quality of Life-BREF,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,(3) the World Health Organization Quality of Life-BREF for adult psychosocial trials,WHO instrument name with abbreviation not captured by patterns,,AI validation - Sonnet 4.5,0,0,,
58b99f11-73e9-403a-932e-80d96df72b9d,PedsQL NF1 Module,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,The highest-rated disease-specific measures were (1) the PedsQL NF1 Module for NF1 trials,Disease-specific module of clinical assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
a254d7d2-2430-4b20-a842-aab010fd3801,NF2 Impact on Quality of Life Scale,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,(2) the NF2 Impact on Quality of Life Scale for NF2 trials,Disease-specific quality of life scale not captured,,AI validation - Sonnet 4.5,0,0,,
f61696c2-6eac-45b3-922d-b545e6cfb01c,Penn Acoustic Neuroma Quality of Life Scale,,,,,,,,,,,,PMID:34230198,,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,abstract,1.0,(3) the Penn Acoustic Neuroma Quality of Life Scale for NF2 trials targeting vestibular schwannomas,Institution-specific clinical assessment scale not captured,,AI validation - Sonnet 4.5,0,0,,
a0e8a701-77bf-4251-b2dc-f171009bc6da,Self-Assessment of Communication,,,,,,,,,,,,PMID:34230203,,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,abstract,0.95,"The Self-Assessment of Communication and the Self-Assessment of Communication-Adolescent were identified as most useful for adult and pediatric populations with NF2, respectively, for the measurement of both hearing function and hearing-related QoL.",This is the primary recommended clinical assessment tool but was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
2d82e57d-26dd-4bd2-99af-7c29af20ed46,Self-Assessment of Communication-Adolescent,,,,,,,,,,,,PMID:34230203,,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,abstract,0.95,"The Self-Assessment of Communication and the Self-Assessment of Communication-Adolescent were identified as most useful for adult and pediatric populations with NF2, respectively, for the measurement of both hearing function and hearing-related QoL.",This is the primary recommended pediatric clinical assessment tool but was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
818a7100-e0f3-464b-8ebe-4dec6705897e,REiNS rating procedures,,,,,,,,,,,,PMID:34230203,,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,methods,0.8,The REiNS Patient-Reported Outcomes Working Group systematically evaluated published patient-reported outcome measures of (1) hearing function and (2) hearing-related QoL for individuals with hearing loss of various etiologies using previously published REiNS rating procedures.,This is a systematic evaluation methodology/tool used for assessment but was not captured,,AI validation - Sonnet 4.5,0,0,,
c1fb2f2f-c01c-4576-98ba-252a6c29bbc1,Skindex,,,,,,,,,,,,PMID:34230204,,Measuring the Effect of Cutaneous Neurofibromas on Quality of Life in Neurofibromatosis Type 1.,abstract,0.95,"...explore the use of Skindex scoring in patients with neurofibromatosis type 1 (NF1) across multiple clinical sites...analyzed correlations between Skindex, site, and clinical measures...Female sex, total number of cutaneous neurofibroma (cNF), and whether cNF were present on the face correlated highly with Skindex...",Clinical assessment tool name 'Skindex' not recognized by mining patterns. This is a validated dermatology-specific quality of life questionnaire.,,AI validation - Sonnet 4.5,0,0,,
4e29505f-78d3-4a3d-946f-37840aa6a943,Riccardi scores,,,,,,,,,,,,PMID:34230204,,Measuring the Effect of Cutaneous Neurofibromas on Quality of Life in Neurofibromatosis Type 1.,abstract,0.85,"...Female sex, total number of cutaneous neurofibroma (cNF), and whether cNF were present on the face correlated highly with Skindex and not Riccardi scores...",Clinical assessment tool 'Riccardi scores' not recognized. This appears to be a clinical scoring system for NF1 assessment.,,AI validation - Sonnet 4.5,0,0,,
fe34293a-27e2-4f48-bfc6-4aeac0b518dc,Social Responsiveness Scale-2 (SRS-2),,,,,,,,,,,,PMID:34230205,,Recommendations for Social Skills End Points for Clinical Trials in Neurofibromatosis Type 1.,abstract,0.98,Two measures were ultimately recommended by the committee: the Social Responsiveness Scale-2 (SRS-2) and the Social Skills Improvement System-Rating Scale (SSIS-RS).,This is a validated clinical assessment tool specifically recommended for NF1 clinical trials. Should have been captured as it's a primary outcome of the study.,,AI validation - Sonnet 4.5,0,0,,
b96c8d5c-f80d-4646-9089-6057600e3717,Social Skills Improvement System-Rating Scale (SSIS-RS),,,,,,,,,,,,PMID:34230205,,Recommendations for Social Skills End Points for Clinical Trials in Neurofibromatosis Type 1.,abstract,0.98,Two measures were ultimately recommended by the committee: the Social Responsiveness Scale-2 (SRS-2) and the Social Skills Improvement System-Rating Scale (SSIS-RS).,This is a validated clinical assessment tool specifically recommended for NF1 clinical trials. Should have been captured as it's a primary outcome of the study.,,AI validation - Sonnet 4.5,0,0,,
3be1ec39-0252-4147-8076-a93716763480,modified free listing technique,,,,,,,,,,,,PMID:34230208,,Enhancing Neurofibromatosis Clinical Trial Outcome Measures Through Patient Engagement: Lessons From REiNS.,methods,0.8,...Facilitators and barriers to patient representative involvement were solicited using a modified free listing technique; responses were inductively grouped...,Specific qualitative research methodology not in standard clinical assessment patterns,,AI validation - Sonnet 4.5,0,0,,
5b860989-cbf4-4761-a4c6-5eb27ab92128,saliency score,,,,,,,,,,,,PMID:34230208,,Enhancing Neurofibromatosis Clinical Trial Outcome Measures Through Patient Engagement: Lessons From REiNS.,methods,0.75,...responses were inductively grouped into higher-order categories and ranked based on saliency score (Smith...,Specific scoring methodology with citation - may not be in assessment tool patterns,,AI validation - Sonnet 4.5,0,0,,
1c1ae32a-ed2d-4225-b0e0-591208505af2,Cogstate,,,,,,,,,,,,PMID:34377779,,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,methods,0.95,Performance tasks (Cogstate) and observer-reported functioning (BRIEF) were the primary outcomes...computerized assessment battery (Cogstate) targeting neurocognitive processes,Clinical assessment tool name not recognized by mining patterns - needs specific pattern for computerized cognitive assessment batteries,,AI validation - Sonnet 4.5,0,0,,
