pmid,title,doi,journal,year,query_type,source
PMID:2500456,"Type 1 neurofibromatosis: selective expression of extracellular matrix genes by Schwann cells, perineurial cells, and fibroblasts in mixed cultures.",10.1172/JCI114148,The Journal of clinical investigation,1989.0,"bench,clinical",pubmed
PMID:25012216,A neuronal function of the tumor suppressor protein merlin.,10.1186/s40478-014-0082-1,Acta neuropathologica communications,2014.0,bench,pubmed
PMID:25026211,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,10.1016/j.ccr.2014.05.001,Cancer cell,2014.0,bench,pubmed
PMID:25026295,The NF1 gene revisited - from bench to bedside.,10.18632/oncotarget.2194,Oncotarget,2014.0,bench,pubmed
PMID:25030515,Neurofibromatosis type 1: a multidisciplinary approach to care.,10.1016/S1474-4422(14)70063-8,The Lancet. Neurology,2014.0,bench,pubmed
PMID:25043298,Oncogenic role of Merlin/NF2 in glioblastoma.,10.1038/onc.2014.185,Oncogene,2015.0,bench,pubmed
PMID:25043591,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,10.1002/jbmr.2316,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2015.0,"bench,clinical",pubmed
PMID:2506682,Progress towards identifying the neurofibromatosis (NF1) gene.,10.1016/0168-9525(89)90085-1,Trends in genetics : TIG,1989.0,bench,pubmed
PMID:25070947,Neuronal NF1/RAS regulation of cyclic AMP requires atypical PKC activation.,10.1093/hmg/ddu389,Human molecular genetics,2014.0,bench,pubmed
PMID:25074460,Neurofibromatosis type 1 molecular diagnosis: what can NGS do for you when you have a large gene with loss of function mutations?,10.1038/ejhg.2014.145,European journal of human genetics : EJHG,2015.0,bench,pubmed
PMID:25079666,Primary culture of human vestibular schwannomas.,10.3791/51093,Journal of visualized experiments : JoVE,2014.0,bench,pubmed
PMID:25083141,Insights into synaptic function from mouse models of human cognitive disorders.,10.2217/fnl.10.80,Future neurology,2011.0,bench,pubmed
PMID:25092287,Translationally controlled tumor protein is a novel biological target for neurofibromatosis type 1-associated tumors.,10.1074/jbc.M114.568253,The Journal of biological chemistry,2014.0,bench,pubmed
PMID:25109740,TAGLN expression is upregulated in NF1-associated malignant peripheral nerve sheath tumors by hypomethylation in its promoter and subpromoter regions.,10.3892/or.2014.3379,Oncology reports,2014.0,bench,pubmed
PMID:25113746,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,10.1093/hmg/ddu414,Human molecular genetics,2015.0,bench,pubmed
PMID:25120781,Vascular alterations in schwannoma.,,International journal of clinical and experimental pathology,2014.0,bench,pubmed
PMID:2512777,High-intensity basal ganglia lesions on T1-weighted MR images in neurofibromatosis.,,AJNR. American journal of neuroradiology,1989.0,bench,pubmed
PMID:2516405,[Von Recklinghausen's neurofibromatosis].,,Acta medica portuguesa,1989.0,bench,pubmed
PMID:25169151,SWI/SNF chromatin remodeling complexes and cancer.,10.1002/ajmg.c.31410,"American journal of medical genetics. Part C, Seminars in medical genetics",2014.0,bench,pubmed
PMID:25184332,Heat hyperalgesia and mechanical hypersensitivity induced by calcitonin gene-related peptide in a mouse model of neurofibromatosis.,10.1371/journal.pone.0106767,PloS one,2014.0,bench,pubmed
PMID:25204795,Regulation of cell proliferation and adhesion by means of a novel region of drosophila merlin interacting with Sip1.,10.1002/dvdy.24187,Developmental dynamics : an official publication of the American Association of Anatomists,2014.0,bench,pubmed
PMID:25217104,The p53/mouse double minute 2 homolog complex deregulation in merlin-deficient tumours.,10.1016/j.molonc.2014.08.005,Molecular oncology,2015.0,bench,pubmed
PMID:25240281,PRC2 is recurrently inactivated through EED or SUZ12 loss in malignant peripheral nerve sheath tumors.,10.1038/ng.3095,Nature genetics,2014.0,bench,pubmed
PMID:25243094,Using the neurofibromatosis tumor predisposition syndromes to understand normal nervous system development.,10.1155/2014/915725,Scientifica,2014.0,bench,pubmed
PMID:25246427,The impact of coexisting genetic mutations on murine optic glioma biology.,10.1093/neuonc/nou287,Neuro-oncology,2015.0,bench,pubmed
PMID:25274808,Hippocampal dysregulation of neurofibromin-dependent pathways is associated with impaired spatial learning in engrailed 2 knock-out mice.,10.1523/JNEUROSCI.2894-13.2014,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014.0,bench,pubmed
PMID:25289889,Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.,10.1097/NEN.0000000000000126,Journal of neuropathology and experimental neurology,2014.0,bench,pubmed
PMID:2531845,Mutations in the p53 gene occur in diverse human tumour types.,10.1038/342705a0,Nature,1989.0,bench,pubmed
PMID:25325900,The use of next-generation sequencing in molecular diagnosis of neurofibromatosis type 1: a validation study.,10.1089/gtmb.2014.0109,Genetic testing and molecular biomarkers,2014.0,bench,pubmed
PMID:25329635,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,10.1371/journal.pgen.1004575,PLoS genetics,2014.0,bench,pubmed
PMID:25335493,Expanding the mutational spectrum of LZTR1 in schwannomatosis.,10.1038/ejhg.2014.220,European journal of human genetics : EJHG,2015.0,bench,pubmed
PMID:25336744,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,10.1242/dev.111260,"Development (Cambridge, England)",2014.0,bench,pubmed
PMID:25340526,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,10.1371/journal.pone.0107760,PloS one,2014.0,bench,pubmed
PMID:25360213,A chemical biology approach identified PI3K as a potential therapeutic target for neurofibromatosis type 2.,,American journal of translational research,2014.0,bench,pubmed
PMID:25364327,Hydrocephalus following bilateral dumbbell-shaped c2 spinal neurofibromas resection and postoperative cervical pseudomeningocele in a patient with neurofibromatosis type 1: a case report.,10.1055/s-0034-1387805,Evidence-based spine-care journal,2014.0,clinical,pubmed
PMID:25377441,Development and validation of the English Pain Interference Index and Pain Interference Index-Parent report.,10.1111/pme.12620,"Pain medicine (Malden, Mass.)",2015.0,clinical,pubmed
PMID:25422459,Structure-guided U2AF65 variant improves recognition and splicing of a defective pre-mRNA.,10.1073/pnas.1412743111,Proceedings of the National Academy of Sciences of the United States of America,2014.0,bench,pubmed
PMID:25424184,Retinal microvascular abnormalities overlying choroidal nodules in neurofibromatosis type 1.,10.1186/1471-2415-14-146,BMC ophthalmology,2014.0,bench,pubmed
PMID:25433207,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,10.1016/j.ydbio.2014.11.017,Developmental biology,2015.0,bench,pubmed
PMID:25437141,Auditory brainstem implant: electrophysiologic responses and subject perception.,10.1097/AUD.0000000000000126,Ear and hearing,2015.0,bench,pubmed
PMID:25437375,"Abnormal relationship between GABA, neurophysiology and impulsive behavior in neurofibromatosis type 1.",10.1016/j.cortex.2014.10.019,Cortex; a journal devoted to the study of the nervous system and behavior,2015.0,bench,pubmed
PMID:25452392,Evidence of polyclonality in neurofibromatosis type 2-associated multilobulated vestibular schwannomas.,10.1093/neuonc/nou317,Neuro-oncology,2015.0,bench,pubmed
PMID:25452937,Radiation therapy in management of sporadic and neurofibromatosis type 1-associated malignant peripheral nerve sheath tumors.,10.3389/fonc.2014.00324,Frontiers in oncology,2014.0,bench,pubmed
PMID:25475340,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,10.1186/s13023-014-0202-9,Orphanet journal of rare diseases,2014.0,bench,pubmed
PMID:25480913,Mutations in LZTR1 add to the complex heterogeneity of schwannomatosis.,10.1212/WNL.0000000000001129,Neurology,2015.0,bench,pubmed
PMID:25483302,Regulation of vesicle transport and cell motility by Golgi-localized Dbs.,10.4161/sgtp.28570,Small GTPases,2014.0,bench,pubmed
PMID:25483400,Nf1 regulates alcohol dependence-associated excessive drinking and gamma-aminobutyric acid release in the central amygdala in mice and is associated with alcohol dependence in humans.,10.1016/j.biopsych.2014.07.031,Biological psychiatry,2015.0,bench,pubmed
PMID:25490687,Neurofibromatosis-related tumors: emerging biology and therapies.,10.1097/MOP.0000000000000169,Current opinion in pediatrics,2015.0,bench,pubmed
PMID:25492402,A hereditary disposition for bovine peripheral nerve sheath tumors in Danish Holstein cattle.,10.1186/s13028-014-0085-8,Acta veterinaria Scandinavica,2014.0,bench,pubmed
PMID:2551169,Transplacental induction of peripheral nervous tumor in the Syrian golden hamster by N-nitroso-N-ethylurea. A new animal model for von Recklinghausen's neurofibromatosis.,,The American journal of pathology,1989.0,bench,pubmed
PMID:25517743,NF GEMMs already! The power and promise of mouse tumor models.,10.1016/j.ccell.2014.10.007,Cancer cell,2014.0,bench,pubmed
PMID:25534182,Depression among adults with neurofibromatosis type 1: prevalence and impact on quality of life.,10.1111/cge.12551,Clinical genetics,2015.0,clinical,pubmed
PMID:25534823,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,10.1093/neuonc/nou329,Neuro-oncology,2015.0,bench,pubmed
PMID:25535838,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,10.7554/eLife.05151,eLife,2014.0,bench,pubmed
PMID:25549701,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,Discovery medicine,2014.0,bench,pubmed
PMID:25549703,"Targeted therapy for hereditary cancer syndromes: neurofibromatosis type 1, neurofibromatosis type 2, and Gorlin syndrome.",,Discovery medicine,2014.0,bench,pubmed
PMID:25551830,Soluble AXL: a possible circulating biomarker for neurofibromatosis type 1 related tumor burden.,10.1371/journal.pone.0115916,PloS one,2014.0,bench,pubmed
PMID:25557241,Outcomes of preimplantation genetic diagnosis in neurofibromatosis type 1.,10.1016/j.fertnstert.2014.11.021,Fertility and sterility,2015.0,clinical,pubmed
PMID:25596744,Group I Paks as therapeutic targets in NF2-deficient meningioma.,10.18632/oncotarget.2810,Oncotarget,2015.0,bench,pubmed
PMID:25616962,FGFR1 signaling in hypertrophic chondrocytes is attenuated by the Ras-GAP neurofibromin during endochondral bone formation.,10.1093/hmg/ddv019,Human molecular genetics,2015.0,clinical,pubmed
PMID:25621266,Oropharyngeal Dysphagia: neurogenic etiology and manifestation.,10.1007/s12070-014-0794-3,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2015.0,bench,pubmed
PMID:2562822,Fine structure DNA mapping studies of the chromosomal region harboring the genetic defect in neurofibromatosis type I.,,American journal of human genetics,1989.0,bench,pubmed
PMID:25639352,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,10.1002/jbmr.2447,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2015.0,bench,pubmed
PMID:25657467,Emperor Ashoka: Did he suffer from von Recklinghausen's diseases?,10.4103/0019-5545.148536,Indian journal of psychiatry,2015.0,bench,pubmed
PMID:25692621,Interplay between VEGF-A and cMET signaling in human vestibular schwannomas and schwann cells.,10.4161/15384047.2014.972765,Cancer biology & therapy,2015.0,bench,pubmed
PMID:25710373,Spatial and temporal heterogeneity in high-grade serous ovarian cancer: a phylogenetic analysis.,10.1371/journal.pmed.1001789,PLoS medicine,2015.0,clinical,pubmed
PMID:2573276,Refined physical and genetic mapping of the NF1 region on chromosome 17.,,American journal of human genetics,1989.0,bench,pubmed
PMID:25742877,"Delayed diagnosis of childhood low-grade glioma: causes, consequences, and potential solutions.",10.1007/s00381-015-2670-1,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2015.0,clinical,pubmed
PMID:25750037,Role of Yes-associated protein 1 in gliomas: pathologic and therapeutic aspects.,10.1007/s13277-015-3297-2,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,2015.0,bench,pubmed
PMID:25772366,Mouse low-grade gliomas contain cancer stem cells with unique molecular and functional properties.,10.1016/j.celrep.2015.02.041,Cell reports,2015.0,bench,pubmed
PMID:25788518,Elucidating the impact of neurofibromatosis-1 germline mutations on neurofibromin function and dopamine-based learning.,10.1093/hmg/ddv103,Human molecular genetics,2015.0,bench,pubmed
PMID:25817485,[The tip of the iceberg: cutaneous manifestations of paediatric diseases with neurological involvement].,,Acta medica portuguesa,2015.0,bench,pubmed
PMID:25823924,NF2 blocks Snail-mediated p53 suppression in mesothelioma.,10.18632/oncotarget.3543,Oncotarget,2015.0,bench,pubmed
PMID:25833823,STAT3 and HIF1α Signaling Drives Oncogenic Cellular Phenotypes in Malignant Peripheral Nerve Sheath Tumors.,10.1158/1541-7786.MCR-14-0182,Molecular cancer research : MCR,2015.0,bench,pubmed
PMID:25851896,Preclinical assessment of the anticancer drug response of plexiform neurofibroma tissue using primary cultures.,10.3988/jcn.2015.11.2.172,"Journal of clinical neurology (Seoul, Korea)",2015.0,bench,pubmed
PMID:25877069,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,10.1007/s11626-015-9885-z,In vitro cellular & developmental biology. Animal,2015.0,bench,pubmed
PMID:25877329,A RASopathy gene commonly mutated in cancer: the neurofibromatosis type 1 tumour suppressor.,10.1038/nrc3911,Nature reviews. Cancer,2015.0,bench,pubmed
PMID:25884485,Evaluation of copy number variation and gene expression in neurofibromatosis type-1-associated malignant peripheral nerve sheath tumours.,10.1186/s40246-015-0025-3,Human genomics,2015.0,bench,pubmed
PMID:25887585,NMF-mGPU: non-negative matrix factorization on multi-GPU systems.,10.1186/s12859-015-0485-4,BMC bioinformatics,2015.0,bench,pubmed
PMID:25893273,High spatial resolution imaging mass spectrometry of human optic nerve lipids and proteins.,10.1007/s13361-015-1143-9,Journal of the American Society for Mass Spectrometry,2015.0,bench,pubmed
