pmid,doi,title,journal,year,query_type,source,is_research,screening_reasoning
25475340,10.1186/s13023-014-0202-9,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,Orphanet J Rare Dis,2014,reconstructed,pubmed,True,Clinical assessment tool development
25480913,10.1212/WNL.0000000000001129,Mutations in LZTR1 add to the complex heterogeneity of schwannomatosis.,Neurology,2015,reconstructed,pubmed,True,Genetic mutation analysis
25483400,10.1016/j.biopsych.2014.07.031,Nf1 regulates alcohol dependence-associated excessive drinking and gamma-aminobutyric acid release in the central amygdala in mice and is associated with alcohol dependence in humans.,Biol Psychiatry,2015,reconstructed,pubmed,True,Animal model research
2551169,,Transplacental induction of peripheral nervous tumor in the Syrian golden hamster by N-nitroso-N-ethylurea. A new animal model for von Recklinghausen's neurofibromatosis.,Am J Pathol,1989,reconstructed,pubmed,True,Animal model development
25517743,10.1016/j.ccell.2014.10.007,NF GEMMs already! The power and promise of mouse tumor models.,Cancer Cell,2014,reconstructed,pubmed,True,Genetic mouse model research
25534823,10.1093/neuonc/nou329,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,Neuro Oncol,2015,reconstructed,pubmed,True,Molecular pathway research
25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,Elife,2014,reconstructed,pubmed,True,Animal model research
25549701,,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,Discov Med,2014,reconstructed,pubmed,True,Genetic sequencing method
25551830,10.1371/journal.pone.0115916,Soluble AXL: a possible circulating biomarker for neurofibromatosis type 1 related tumor burden.,PLoS One,2014,reconstructed,pubmed,True,Biomarker identification
25557241,10.1016/j.fertnstert.2014.11.021,Outcomes of preimplantation genetic diagnosis in neurofibromatosis type 1.,Fertil Steril,2015,reconstructed,pubmed,True,Genetic screening tool
25596744,10.18632/oncotarget.2810,Group I Paks as therapeutic targets in NF2-deficient meningioma.,Oncotarget,2015,reconstructed,pubmed,True,Potential therapeutic screening
2562822,,Fine structure DNA mapping studies of the chromosomal region harboring the genetic defect in neurofibromatosis type I.,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic mapping technique
25639352,10.1002/jbmr.2447,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,J Bone Miner Res,2015,reconstructed,pubmed,True,Animal model research
25692621,10.4161/15384047.2014.972765,Interplay between VEGF-A and cMET signaling in human vestibular schwannomas and schwann cells.,Cancer Biol Ther,2015,reconstructed,pubmed,True,Molecular signaling research
2573276,,Refined physical and genetic mapping of the NF1 region on chromosome 17.,Am J Hum Genet,1989,reconstructed,pubmed,True,Genetic mapping technique
25772366,10.1016/j.celrep.2015.02.041,Mouse low-grade gliomas contain cancer stem cells with unique molecular and functional properties.,Cell Rep,2015,reconstructed,pubmed,True,Cancer stem cell model
25788518,10.1093/hmg/ddv103,Elucidating the impact of neurofibromatosis-1 germline mutations on neurofibromin function and dopamine-based learning.,Hum Mol Genet,2015,reconstructed,pubmed,True,Molecular function research
25851896,10.3988/jcn.2015.11.2.172,Preclinical assessment of the anticancer drug response of plexiform neurofibroma tissue using primary cultures.,J Clin Neurol,2015,reconstructed,pubmed,True,Primary cell culture development
25877069,10.1007/s11626-015-9885-z,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,In Vitro Cell Dev Biol Anim,2015,reconstructed,pubmed,True,Cell line development
25884485,10.1186/s40246-015-0025-3,Evaluation of copy number variation and gene expression in neurofibromatosis type-1-associated malignant peripheral nerve sheath tumours.,Hum Genomics,2015,reconstructed,pubmed,True,Genetic variation analysis
25887585,10.1186/s12859-015-0485-4,NMF-mGPU: non-negative matrix factorization on multi-GPU systems.,BMC Bioinformatics,2015,reconstructed,pubmed,True,Computational tool development
25893273,10.1007/s13361-015-1143-9,High spatial resolution imaging mass spectrometry of human optic nerve lipids and proteins.,J Am Soc Mass Spectrom,2015,reconstructed,pubmed,True,Imaging mass spectrometry technique
25917016,10.1002/jbmr.2538,"Nf1 Haploinsufficiency Alters Myeloid Lineage Commitment and Function, Leading to Deranged Skeletal Homeostasis.",J Bone Miner Res,2015,reconstructed,pubmed,True,Animal model research
25917366,10.1038/mp.2015.48,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,Mol Psychiatry,2015,reconstructed,pubmed,True,Potential therapeutic target research
25946318,10.1097/NEN.0000000000000201,Classic Ras Proteins Promote Proliferation and Survival via Distinct Phosphoproteome Alterations in Neurofibromin-Null Malignant Peripheral Nerve Sheath Tumor Cells.,J Neuropathol Exp Neurol,2015,reconstructed,pubmed,True,Molecular pathway research
25962619,10.1038/mp.2015.55,"ADHD-associated dopamine transporter, latrophilin and neurofibromin share a dopamine-related locomotor signature in Drosophila.",Mol Psychiatry,2016,reconstructed,pubmed,True,Animal model research
25963359,10.4103/0366-6999.156783,Auditory Rehabilitation in Rhesus Macaque Monkeys (Macaca mulatta) with Auditory Brainstem Implants.,Chin Med J (Engl),2015,reconstructed,pubmed,True,Animal model research
26000738,10.1371/journal.pgen.1005235,Monoallelic loss of the imprinted gene Grb10 promotes tumor formation in irradiated Nf1+/- mice.,PLoS Genet,2015,reconstructed,pubmed,True,Animal model research
26039236,10.3390/ijms160612345,Hyperactive RAS/PI3-K/MAPK Signaling Cascade in Migration and Adhesion of Nf1 Haploinsufficient Mesenchymal Stem/Progenitor Cells.,Int J Mol Sci,2015,reconstructed,pubmed,True,Cellular mechanism research
26066488,10.1371/journal.pone.0129099,A Systematic Assessment of Accuracy in Detecting Somatic Mosaic Variants by Deep Amplicon Sequencing: Application to NF2 Gene.,PLoS One,2015,reconstructed,pubmed,True,Genetic sequencing method
26073082,10.1038/onc.2015.207,Runx1 contributes to neurofibromatosis type 1 neurofibroma formation.,Oncogene,2016,reconstructed,pubmed,True,Molecular mechanism research
26073604,10.1016/j.str.2015.04.021,The SWI/SNF Subunit INI1 Contains an N-Terminal Winged Helix DNA Binding Domain that Is a Target for Mutations in Schwannomatosis.,Structure,2015,reconstructed,pubmed,True,Molecular characterization technique
26150484,10.1073/pnas.1501032112,In vitro modeling of hyperpigmentation associated to neurofibromatosis type 1 using melanocytes derived from human embryonic stem cells.,Proc Natl Acad Sci U S A,2015,reconstructed,pubmed,True,In vitro cell model development
26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",Front Cell Neurosci,2015,reconstructed,pubmed,True,Animal model research
26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,Oncotarget,2015,reconstructed,pubmed,True,High-throughput screening method
26258444,10.1371/journal.pone.0129151,Merlin Isoforms 1 and 2 Both Act as Tumour Suppressors and Are Required for Optimal Sperm Maturation.,PLoS One,2015,reconstructed,pubmed,True,Molecular characterization research
26272820,10.1101/gad.261677.115,Neurofibromatosis-1 regulation of neural stem cell proliferation and multilineage differentiation operates through distinct RAS effector pathways.,Genes Dev,2015,reconstructed,pubmed,True,Stem cell research method
26344136,10.1016/j.mod.2015.08.008,NF2/Merlin is required for the axial pattern formation in the Xenopus laevis embryo.,Mech Dev,2015,reconstructed,pubmed,True,Animal model research
26344771,10.1016/j.celrep.2015.08.015,Mutational Analysis of Ionizing Radiation Induced Neoplasms.,Cell Rep,2015,reconstructed,pubmed,True,Mutational analysis technique
26461061,10.1038/bjc.2015.345,"Targeted NF1 cancer therapeutics with multiple modes of action: small molecule hormone-like agents resembling the natural anticancer metabolite, 2-methoxyoestradiol.",Br J Cancer,2015,reconstructed,pubmed,True,Potential therapeutic screening
26478990,10.1111/jnc.13396,A novel diagnostic method to detect truncated neurofibromin in neurofibromatosis 1.,J Neurochem,2015,reconstructed,pubmed,True,Diagnostic method development
26490262,10.1111/jnc.13401,Nuclear import mechanism of neurofibromin for localization on the spindle and function in chromosome congression.,J Neurochem,2016,reconstructed,pubmed,True,Molecular localization research
26509978,10.1371/journal.pone.0141735,Functional Analysis of Mutations in Exon 9 of NF1 Reveals the Presence of Several Elements Regulating Splicing.,PLoS One,2015,reconstructed,pubmed,True,Genetic splicing analysis
26530423,10.1534/g3.115.021170,Chemically Induced Oncogenesis in the Peripheral Nervous System Is Suppressed in Congenic BDIX.BDIV-Mss1 and -Mss7 Rats.,G3 (Bethesda),2015,reconstructed,pubmed,True,Animal model research
26536237,10.1371/journal.pgen.1005611,Anaplastic Lymphoma Kinase Acts in the Drosophila Mushroom Body to Negatively Regulate Sleep.,PLoS Genet,2015,reconstructed,pubmed,True,Animal model research
26549023,10.1038/onc.2015.404,"The scaffold protein KSR1, a novel therapeutic target for the treatment of Merlin-deficient tumors.",Oncogene,2016,reconstructed,pubmed,True,Potential therapeutic target research
26554010,10.1073/pnas.1512570112,Anti-VEGF treatment improves neurological function and augments radiation response in NF2 schwannoma model.,Proc Natl Acad Sci U S A,2015,reconstructed,pubmed,True,Animal model research
26558359,10.5507/bp.2015.057,A novel genetic- and cell-based tool for assessing the efficacy and toxicity of anticancer drugs in vitro.,Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub,2016,reconstructed,pubmed,True,Drug screening method
26657314,10.1371/journal.pone.0144620,Immortalized Human Schwann Cell Lines Derived From Tumors of Schwannomatosis Patients.,PLoS One,2015,reconstructed,pubmed,True,Cell line development
26658687,10.1016/j.jhep.2015.11.028,RNAi-nanoparticulate manipulation of gene expression as a new functional genomics tool in the liver.,J Hepatol,2016,reconstructed,pubmed,True,RNAi nanoparticle gene manipulation tool
26740486,10.1016/j.ajpath.2015.10.023,The Challenge of Cancer Genomics in Rare Nervous System Neoplasms: Malignant Peripheral Nerve Sheath Tumors as a Paradigm for Cross-Species Comparative Oncogenomics.,Am J Pathol,2016,reconstructed,pubmed,True,Comparative oncogenomics computational tool
26740548,10.1093/hmg/ddv635,Nf1+/- monocytes/macrophages induce neointima formation via CCR2 activation.,Hum Mol Genet,2016,reconstructed,pubmed,True,Animal model (Nf1+/- monocytes)
26822862,10.1038/srep20010,Capturing the wide variety of impaired fracture healing phenotypes in Neurofibromatosis Type 1 with eight key factors: a computational study.,Sci Rep,2016,reconstructed,pubmed,True,Computational modeling tool
26840085,10.18632/oncotarget.7099,Dual mTORC1/2 inhibition induces anti-proliferative effect in NF1-associated plexiform neurofibroma and malignant peripheral nerve sheath tumor cells.,Oncotarget,2016,reconstructed,pubmed,True,Drug screening method
26861207,10.1186/s12964-016-0128-z,Feedback activation of neurofibromin terminates growth factor-induced Ras activation.,Cell Commun Signal,2016,reconstructed,pubmed,True,Molecular signaling mechanism
26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,J Proteomics,2016,reconstructed,pubmed,True,3D imaging mass spectrometry tool
26896440,10.1534/g3.115.026484,Neurofibromin Loss of Function Drives Excessive Grooming in Drosophila.,G3 (Bethesda),2016,reconstructed,pubmed,True,Drosophila animal model
26904939,10.1016/j.celrep.2016.01.074,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,Cell Rep,2016,reconstructed,pubmed,True,Insertional mutagenesis screening
26908603,10.1093/hmg/ddw039,NF1 germline mutation differentially dictates optic glioma formation and growth in neurofibromatosis-1.,Hum Mol Genet,2016,reconstructed,pubmed,True,Genetic mutation analysis
27021207,10.1002/ajmg.a.37623,Acceptance and commitment therapy in youth with neurofibromatosis type 1 (NF1) and chronic pain and their parents: A pilot study of feasibility and preliminary efficacy.,Am J Med Genet A,2016,reconstructed,pubmed,True,Clinical assessment tool (therapy feasibility)
27078850,10.18632/oncotarget.8640,Whole exome sequencing of urachal adenocarcinoma reveals recurrent NF1 mutations.,Oncotarget,2016,reconstructed,pubmed,True,Whole exome sequencing method
27081657,10.1002/acn3.288,A randomized placebo-controlled lovastatin trial for neurobehavioral function in neurofibromatosis I.,Ann Clin Transl Neurol,2016,reconstructed,pubmed,True,Clinical trial with assessment tool
27103823,10.2147/OTT.S95597,Triterpenoid saponin flaccidoside II from Anemone flaccida triggers apoptosis of NF1-associated malignant peripheral nerve sheath tumors via the MAPK-HO-1 pathway.,Onco Targets Ther,2016,reconstructed,pubmed,True,Drug screening method
27159396,10.1172/JCI85183,Cotargeting MNK and MEK kinases induces the regression of NF1-mutant cancers.,J Clin Invest,2016,reconstructed,pubmed,True,Drug targeting computational method
27216189,10.1158/0008-5472.CAN-15-1144,YAP Mediates Tumorigenesis in Neurofibromatosis Type 2 by Promoting Cell Survival and Proliferation through a COX-2-EGFR Signaling Axis.,Cancer Res,2016,reconstructed,pubmed,True,Molecular signaling mechanism
