pmid,title,verdict,reasoning
PMID:24295733,Rapamycin improves sociability in the BTBR T(+)Itpr3(tf)/J mouse model of autism spectrum disorders.,INCLUDE,Animal behavioral model
PMID:24297905,Regulation of Son of sevenless by the membrane-actin linker protein ezrin.,INCLUDE,Molecular interaction research
PMID:24309211,Neuronal merlin influences ERBB2 receptor expression on Schwann cells through neuregulin 1 type III signalling.,INCLUDE,Molecular signaling research
PMID:24335216,Primary auditory cortical responses to electrical stimulation of the thalamus.,EXCLUDE,Neurophysiology study
PMID:24336571,Genome-scale CRISPR-Cas9 knockout screening in human cells.,INCLUDE,CRISPR screening method
PMID:24346802,"Evaluation of Bcl-2, Bcl-x and cleaved caspase-3 in malignant peripheral nerve sheath tumors and neurofibromas.",INCLUDE,Molecular marker research
PMID:24371224,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,INCLUDE,Molecular pathway research
PMID:24375753,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,INCLUDE,Animal model research
PMID:24386979,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",INCLUDE,Molecular signaling research
PMID:24414536,mTORC1 inhibition delays growth of neurofibromatosis type 2 schwannoma.,INCLUDE,Drug target research
PMID:24426510,"""Huge axillary mass - neurofibroma brachial plexus"".",EXCLUDE,Clinical case report
PMID:24431436,Neurofibromin is the major ras inactivator in dendritic spines.,INCLUDE,Molecular mechanism research
PMID:24443661,Compounds from ,EXCLUDE,Incomplete title
PMID:24450866,Schwannomas and their pathogenesis.,EXCLUDE,Review article
PMID:24465906,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",INCLUDE,Bone pathology research
PMID:24470552,Treatment of orthotopic malignant peripheral nerve sheath tumors with oncolytic herpes simplex virus.,INCLUDE,Viral therapy research
PMID:24500418,"Phase 2 randomized, flexible crossover, double-blinded, placebo-controlled trial of the farnesyltransferase inhibitor tipifarnib in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.",INCLUDE,Clinical drug trial
PMID:24503545,Expression of WW domain-containing oxidoreductase WOX1 in human nervous system tumors.,INCLUDE,Molecular expression research
PMID:24506781,Exon-skipping antisense oligonucleotides to correct missplicing in neurogenetic diseases.,INCLUDE,Genetic therapy method
PMID:24509877,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,INCLUDE,Molecular pathway research
PMID:24551382,Using image references in radiology reports to support enhanced report-to-image navigation.,EXCLUDE,Radiology reporting method
PMID:24558021,Proteomic screening identifies a YAP-driven signaling network linked to tumor cell proliferation in human schwannomas.,INCLUDE,Proteomic screening method
PMID:24559228,Abnormal late visual responses and alpha oscillations in neurofibromatosis type 1: a link to visual and attention deficits.,INCLUDE,Neurophysiological assessment tool
PMID:2456020,Expression of nerve growth factor receptor in paraffin-embedded soft tissue tumors.,INCLUDE,Immunohistochemical method
PMID:24582430,[Neurofibromatosis type 2 and its head and neck manifestations: literature review and population study in the Community of Cantabria and the province of Las Palmas].,EXCLUDE,Clinical review
PMID:24585726,Transposable elements and psychiatric disorders.,EXCLUDE,Theoretical review
PMID:24595234,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,INCLUDE,In vivo functional analysis method
PMID:24596649,Gouty tophi.,EXCLUDE,Clinical description
PMID:24603440,"The rate of nonallelic homologous recombination in males is highly variable, correlated between monozygotic twins and independent of age.",EXCLUDE,Genetic inheritance study
PMID:24619350,Longitudinal evaluation of quality of life in 288 patients with neurofibromatosis 2.,INCLUDE,Quality of life assessment tool
PMID:24676424,Neurofibromatosis type 1 gene mutation analysis using sequence capture and high-throughput sequencing.,INCLUDE,Genetic sequencing method
PMID:24676443,Neurofibromatoses: part 1 - diagnosis and differential diagnosis.,EXCLUDE,Diagnostic review
PMID:24681606,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,INCLUDE,Genetically engineered mouse model
PMID:24686726,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,INCLUDE,Zebrafish animal model
PMID:24711647,ADAP2 in heart development: a candidate gene for the occurrence of cardiovascular malformations in NF1 microdeletion syndrome.,INCLUDE,Candidate gene research
PMID:24719295,Maximizing bone formation in posterior spine fusion using rhBMP-2 and zoledronic acid in wild type and NF1 deficient mice.,INCLUDE,Animal model with intervention
PMID:24726726,Molecular insights into NF2/Merlin tumor suppressor function.,INCLUDE,Molecular insights method
PMID:24753394,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,INCLUDE,Clinical trial with intervention
PMID:24786638,Analyses of merlin/NF2 connection to FAK inhibitor responsiveness in serous ovarian cancer.,INCLUDE,Molecular analysis method
PMID:24815379,Application of COLD-PCR for improved detection of NF2 mosaic mutations.,INCLUDE,Mutation detection technique
PMID:24817309,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,INCLUDE,Neural progenitor research method
PMID:24824755,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells.,INCLUDE,Cell death screening method
PMID:24832557,Trp53 haploinsufficiency modifies EGFR-driven peripheral nerve sheath tumorigenesis.,INCLUDE,Genetic modification model
PMID:24848258,Merlin deficiency predicts FAK inhibitor sensitivity: a synthetic lethal relationship.,INCLUDE,Molecular sensitivity screening
PMID:24862762,NHERF1/EBP50 controls morphogenesis of 3D colonic glands by stabilizing PTEN and ezrin-radixin-moesin proteins at the apical membrane.,EXCLUDE,Cellular mechanism study
PMID:24882693,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,INCLUDE,Protein structural analysis
PMID:24891857,Ventrally located cervical dumbbell ganglioneuroma producing spinal cord compression.,EXCLUDE,Clinical case report
PMID:24912773,Structural basis of DDB1-and-Cullin 4-associated Factor 1 (DCAF1) recognition by merlin/NF2 and its implication in tumorigenesis by CD44-mediated inhibition of merlin suppression of DCAF1 function.,INCLUDE,Molecular interaction analysis
PMID:2491775,Genetic analysis of eight loci tightly linked to neurofibromatosis 1.,INCLUDE,Genetic linkage mapping
PMID:2491777,Genetic linkage mapping of chromosome 17 markers and neurofibromatosis type I.,INCLUDE,Genetic mapping technique
PMID:2491778,Flanking markers for the gene causing von Recklinghausen neurofibromatosis (NF1).,INCLUDE,Genetic marker research
PMID:2491779,A refined genetic map of the region of chromosome 17 surrounding the von Recklinghausen neurofibromatosis (NF1) gene.,INCLUDE,Genetic mapping method
PMID:2491781,Close flanking markers for neurofibromatosis type I (NF1).,INCLUDE,Genetic marker technique
PMID:2491782,"Linkage analysis of neurofibromatosis type I, using chromosome 17 DNA markers.",INCLUDE,Linkage analysis method
PMID:2491783,Physical mapping of the von Recklinghausen neurofibromatosis region on chromosome 17.,INCLUDE,Physical mapping technique
PMID:2491784,Multipoint linkage analysis in neurofibromatosis type I: an international collaboration.,INCLUDE,Multipoint linkage analysis
PMID:2491785,"The order of loci in the pericentric region of chromosome 17, based on evidence from physical and genetic breakpoints.",INCLUDE,Chromosome mapping method
PMID:24925884,Correlation between in vivo 18F-FDG PET and immunohistochemical markers of glucose uptake and metabolism in pheochromocytoma and paraganglioma.,INCLUDE,Immunohistochemical marker study
PMID:24932921,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,INCLUDE,Transcriptional dysregulation analysis
PMID:24936445,Role of Hyaluronic Acid Treatment in the Prevention of Keloid Scarring.,EXCLUDE,Treatment review
PMID:24958239,SVA retrotransposon insertion-associated deletion represents a novel mutational mechanism underlying large genomic copy number changes with non-recurrent breakpoints.,INCLUDE,Genomic mutation analysis
PMID:24975854,Eliminating barriers to personalized medicine: learning from neurofibromatosis type 1.,EXCLUDE,Personalized medicine perspective
PMID:24980480,Novel age-dependent targets in vestibular schwannomas.,INCLUDE,Age-dependent target identification
PMID:24997609,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",INCLUDE,Animal model intervention
PMID:25003081,An integrative analysis of meningioma tumors reveals the determinant genes and pathways of malignant transformation.,INCLUDE,Integrative genomic analysis
PMID:2500456,"Type 1 neurofibromatosis: selective expression of extracellular matrix genes by Schwann cells, perineurial cells, and fibroblasts in mixed cultures.",INCLUDE,Cell culture method
PMID:25012216,A neuronal function of the tumor suppressor protein merlin.,INCLUDE,Neuronal function analysis
PMID:25026211,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,INCLUDE,Molecular pathway analysis
PMID:25026295,The NF1 gene revisited - from bench to bedside.,EXCLUDE,Review article
PMID:25030515,Neurofibromatosis type 1: a multidisciplinary approach to care.,EXCLUDE,Clinical care review
PMID:25043298,Oncogenic role of Merlin/NF2 in glioblastoma.,INCLUDE,Oncogenic mechanism study
PMID:25043591,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,INCLUDE,Animal model intervention
PMID:2506682,Progress towards identifying the neurofibromatosis (NF1) gene.,EXCLUDE,Research progress review
PMID:25070947,Neuronal NF1/RAS regulation of cyclic AMP requires atypical PKC activation.,INCLUDE,Molecular signaling analysis
PMID:25074460,Neurofibromatosis type 1 molecular diagnosis: what can NGS do for you when you have a large gene with loss of function mutations?,INCLUDE,Next-generation sequencing method
PMID:25079666,Primary culture of human vestibular schwannomas.,INCLUDE,Primary cell culture technique
PMID:25083141,Insights into synaptic function from mouse models of human cognitive disorders.,INCLUDE,Mouse model research
PMID:25092287,Translationally controlled tumor protein is a novel biological target for neurofibromatosis type 1-associated tumors.,INCLUDE,Biological target identification
PMID:25109740,TAGLN expression is upregulated in NF1-associated malignant peripheral nerve sheath tumors by hypomethylation in its promoter and subpromoter regions.,INCLUDE,Gene expression analysis
PMID:25113746,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,INCLUDE,Murine disease model
PMID:25120781,Vascular alterations in schwannoma.,EXCLUDE,Vascular description
PMID:2512777,High-intensity basal ganglia lesions on T1-weighted MR images in neurofibromatosis.,EXCLUDE,Imaging description
PMID:2516405,[Von Recklinghausen's neurofibromatosis].,EXCLUDE,Clinical review
PMID:25169151,SWI/SNF chromatin remodeling complexes and cancer.,EXCLUDE,Review article
PMID:25184332,Heat hyperalgesia and mechanical hypersensitivity induced by calcitonin gene-related peptide in a mouse model of neurofibromatosis.,INCLUDE,Animal pain model
PMID:25204795,Regulation of cell proliferation and adhesion by means of a novel region of drosophila merlin interacting with Sip1.,INCLUDE,Protein interaction analysis
PMID:25217104,The p53/mouse double minute 2 homolog complex deregulation in merlin-deficient tumours.,INCLUDE,Molecular pathway analysis
PMID:25240281,PRC2 is recurrently inactivated through EED or SUZ12 loss in malignant peripheral nerve sheath tumors.,INCLUDE,Genetic mutation analysis
PMID:25243094,Using the neurofibromatosis tumor predisposition syndromes to understand normal nervous system development.,EXCLUDE,Developmental biology review
PMID:25246427,The impact of coexisting genetic mutations on murine optic glioma biology.,INCLUDE,Genetic interaction study
PMID:25274808,Hippocampal dysregulation of neurofibromin-dependent pathways is associated with impaired spatial learning in engrailed 2 knock-out mice.,INCLUDE,Animal behavioral model
PMID:25289889,Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.,INCLUDE,Combination therapy screening
