animalModelId,strainNomenclature,backgroundStrain,backgroundSubstrain,donorId,transplantationDonorId,animalModelOfManifestation,animalModelGeneticDisorder,transplantationType,animalState,generation,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
2361dac7-458f-4420-ad26-fa6ac6723470,immune-deficient mice,,,,,,,,,,PMID:37410426,,"CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression",results,0.8,"In immune-deficient mice, dual CDK4/6-MEK inhibition slowed tumor growth in 4 of 5 MPNST PDXs",Specific mouse strain/type terminology should be detected,,AI validation - Sonnet 4.5,0,0,,True
09381453-fc10-4ece-b7f0-aa36e4256844,Nf1 conditional knockout mice,,,,,,,,,,PMID:30542122,,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,abstract,0.9,"...in mice with conditional, biallelic deletion of Nf1 in the Schwann cell lineage...",Conditional knockout mouse model not detected by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
9843f23c-ecea-43b3-91db-581021e43246,Nf1-mutant mice,,,,,,,,,,PMID:30728335,,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,abstract,0.95,"...compare gene expression in Nf1-mutant nerves, which invariably form neurofibroma...",Standard mouse model nomenclature for NF1 research - should be recognized as animal model,,AI validation - Sonnet 4.5,0,0,,True
be88eb3b-27c6-479e-abbc-e93c6fbe54d2,neurofibroma-prone mice,,,,,,,,,,PMID:30728335,,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,abstract,0.9,...Global deletion of the CXCL10 receptor Cxcr3 prevented neurofibroma development in these neurofibroma-prone mice...,Descriptive term for specific mouse strain/model used in neurofibroma research,,AI validation - Sonnet 4.5,0,0,,True
f1193bee-f49e-442a-81df-f8bff2d8aabf,NF1 mice,,,,,,,,,,PMID:30728335,,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,abstract,0.9,...the chemokine Cxcl10 is uniquely upregulated in NF1 mice that invariably develop neurofibroma...,Standard reference to NF1 mouse model in research context,,AI validation - Sonnet 4.5,0,0,,True
9208e759-a29e-49a0-a43f-f14014a78e65,Lats1/2-mut mice,,,,,,,,,,PMID:36322658,,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,methods,1.0,Mouse MPNST mice (Lats1/2-mut) were generated by crossing floxed Lats1Lats2 mice with Dhh-Cre mice (JAX 012929),Genetically engineered mouse model with clear nomenclature not detected,,AI validation - Sonnet 4.5,0,0,,True
1d637bde-a107-416e-8afc-9ba07a303031,NPE-mutant mice,,,,,,,,,,PMID:36322658,,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,methods,1.0,The NPE-mutant mice were generated by crossing NF1 fl/fl (JAX Nf1tm1Par/J) Tp53 fl/fl Eed fl/fl mice with Dhh-Cre mice,Complex genetically engineered mouse model not detected,,AI validation - Sonnet 4.5,0,0,,True
235d00e7-d5fe-4b9c-b02d-8f301c7b3781,Dhh-Cre mice,,,,,,,,,,PMID:36322658,,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,methods,1.0,crossing floxed Lats1Lats2 mice with Dhh-Cre mice (JAX 012929),Cre driver line with JAX stock number not detected,,AI validation - Sonnet 4.5,0,0,,True
a7c34f13-e123-451a-8c04-406a4cef3caa,CAG-tdTomato reporter mice,,,,,,,,,,PMID:36322658,,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,methods,1.0,"The reporter mice CAG-tdTomato (stock no. 007909), CAG-CAT-EGFP (ccGFP) (stock no. 024636)",Reporter mouse lines with stock numbers not detected,,AI validation - Sonnet 4.5,0,0,,True
e469539b-6751-499d-8a27-18e296ef9a57,NBSGW mice,,,,,,,,,,PMID:36322658,,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,methods,1.0,Female immunodeficient NBSGW (JAX 026622) mice of 6 to 8 weeks were used for allograft transplantations,Immunodeficient host strain with JAX number not detected,,AI validation - Sonnet 4.5,0,0,,True
28e4e6db-c153-44cc-a5dd-711d4602a15f,C57BL6/J Nf1±; Trp53±cis,,,,,,,,,,PMID:36799629,,MEK Inhibition Synergizes with TYK2 Inhibitors in NF1-Associated Malignant Peripheral Nerve Sheath Tumors.,methods,1.0,JW23.3 cells were established previously from C57BL6/J Nf1±; Trp53±cis (NPcis) mice,Complex mouse strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
9aba5ac0-115a-4b6a-96ce-9b3bcfd9ede5,C57BL6,,,,,,,,,,PMID:36799629,,MEK Inhibition Synergizes with TYK2 Inhibitors in NF1-Associated Malignant Peripheral Nerve Sheath Tumors.,methods,1.0,5- to 6-week-old C57BL6 mice (Taconic; RRID:IMSR_TAC:b6),Standard mouse strain name not caught,,AI validation - Sonnet 4.5,0,0,,True
faa75ee9-05e4-46d0-bafa-de95659ad6bc,NOD-Rag1 null IL2rg null,,,,,,,,,,PMID:36799629,,MEK Inhibition Synergizes with TYK2 Inhibitors in NF1-Associated Malignant Peripheral Nerve Sheath Tumors.,methods,1.0,"6- to 10-week-old immunodeficient NOD-Rag1 null IL2rg null (NRG) mice (strain #007799, Jackson Laboratories; RRID:IMSR_JAX:007799)",Complex immunodeficient mouse strain name not recognized,,AI validation - Sonnet 4.5,0,0,,True
e33eb9be-74d3-4687-be48-90bb12128c84,R26tdTomato,,,,,,,,,,PMID:37331503,,Topical delivery of mitogen-activated protein kinase inhibitor binimetinib prevents the development of cutaneous neurofibromas in neurofibromatosis type 1 mutant mice.,methods,1.0,"C57BL/6, R26tdTomato (R26), tdTom Nf1 (flox Nf1), fl Nf1-knock out (Nf1)- were obtained from Jackson Laboratory",Reporter mouse strain with complex nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
42f7516c-8b4f-4350-bb7f-3163a1ae5c1f,Nf1 flox,,,,,,,,,,PMID:37331503,,Topical delivery of mitogen-activated protein kinase inhibitor binimetinib prevents the development of cutaneous neurofibromas in neurofibromatosis type 1 mutant mice.,methods,1.0,"tdTom Nf1 (flox Nf1), fl Nf1-knock out (Nf1)- were obtained from Jackson Laboratory",Conditional knockout mouse strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
9463c9c3-45ac-44a6-8a16-72bc5b6cfacd,Prss56-Cre,,,,,,,,,,PMID:37331503,,Topical delivery of mitogen-activated protein kinase inhibitor binimetinib prevents the development of cutaneous neurofibromas in neurofibromatosis type 1 mutant mice.,methods,1.0,Prss56 mice were provided by Piotr Topilko. Cre All mice were housed in a pathogen-controlled,Tissue-specific Cre driver line not recognized,,AI validation - Sonnet 4.5,0,0,,True
8f4544fa-0f6e-4f50-9668-bab6d409c5ca,Nf1flox/flox;PostnCre mice,,,,,,,,,,PMID:37406085,,Combined CDK4/6 and ERK1/2 Inhibition Enhances Antitumor Activity in NF1-Associated Plexiform Neurofibroma.,abstract,0.95,"...we evaluated the efficacy of the CDK4/6 inhibitor, abemaciclib, and the ERK1/2 inhibitor, LY3214996, alone and in combination in reducing PNF tumor burden in Nf1flox/flox;PostnCre mice...",Standard mouse strain nomenclature with conditional knockout alleles should be detected as animal model,,AI validation - Sonnet 4.5,0,0,,True
732baefd-6a05-49ef-8966-92df31bb3861,cisNP mouse model,,,,,,,,,,PMID:38502231,,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,methods,1.0,"The cisNP mouse model has been previously described (27, 28). Genotyping To determine the genotypes of the genetically modified mice...",Specific mouse model name not caught by standard patterns,,AI validation - Sonnet 4.5,0,0,,True
4314f5ec-38f2-47bc-b724-325ed319b95a,Nf1 conditional knockout mice,,,,,,,,,,PMID:38502231,,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,methods,1.0,"To genotype the conditional MPNST mice, the following primers were used for the Nf1 allele...",Conditional knockout model description not recognized,,AI validation - Sonnet 4.5,0,0,,True
504468b5-3f5a-498b-a61c-b53e5648083b,Tp53 knockout mice,,,,,,,,,,PMID:38502231,,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,methods,1.0,"For the Tp53 allele, the GT-P53-1...primers were used, generating a 430 bp band for the WT and a 650 bp band for the heterozygote",Tp53 knockout model not identified,,AI validation - Sonnet 4.5,0,0,,True
cb5c28b7-79ea-47ce-946e-2566732eaa46,PLP-CreERT2 mice,,,,,,,,,,PMID:38502231,,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,methods,1.0,"For the fl/fl PLP-CreERT2 allele, the primers PLP-Ex2F...were used, generating a 526 bp band for the WT and a 190 bp band for the mutant",Cre recombinase mouse line not detected,,AI validation - Sonnet 4.5,0,0,,True
c7b4ac38-244a-4bf2-b955-2a7a6010d8e4,H7;Nf1mut mice,,,,,,,,,,PMID:37140985,,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor,methods,1.0,Methods Mice. The H7;Nf1mut mice have been described previously (10). Mice were maintained in a clean mouse facility at University of Texas Southwestern Medical Center.,Specific mouse strain name with genetic modification notation not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
2a6108ca-89c9-45f7-9f4b-70c28513c6f8,Nf2 flox2/flox2 mice,,,,,,,,,,PMID:38945076,,Signaling pathways regulated by nitrated proteins as novel therapeutic targets for neurofibromatosis type 2,methods,1.0,Schwann cells purified from sciatic nerve of Nf2 flox2/flox2 mice,Mouse strain with genetic modification not captured,,AI validation - Sonnet 4.5,0,0,,True
96f1e9ec-48e3-43ee-a340-4e8678af73be,murine models of the neurofibromatosis type 1 (NF1) pediatric brain tumor predisposition syndrome,,,,,,,,,,PMID:39023130,,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of Neurofibromatosis Type 1 optic pathway glioma.,methods,0.9,"We employed several murine models of the neurofibromatosis type 1 (NF1) pediatric brain tumor predisposition syndrome, in which optic pathway gliomas (Nf1-OPGs) arise from neuroglial progenitor cells",Generic description rather than specific strain names - mining patterns may require more specific nomenclature,,AI validation - Sonnet 4.5,0,0,,True
5de7e818-4f7a-4d3f-b575-dd7b1a98f406,high-penetrance Nf1-OPG strain,,,,,,,,,,PMID:39023130,,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of Neurofibromatosis Type 1 optic pathway glioma.,abstract,0.85,Obesogenic diet (Ob) similarly accelerated glioma formation in a high-penetrance Nf1-OPG strain and increased glioma penetrance in 2 low-penetrance Nf1-OPG strains,Descriptive strain reference without standard nomenclature - patterns may need to capture 'strain' terminology,,AI validation - Sonnet 4.5,0,0,,True
c57e2922-c2bb-4bfa-93aa-b59515f36ef6,low-penetrance Nf1-OPG strains,,,,,,,,,,PMID:39023130,,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of Neurofibromatosis Type 1 optic pathway glioma.,abstract,0.85,Obesogenic diet (Ob) similarly accelerated glioma formation in a high-penetrance Nf1-OPG strain and increased glioma penetrance in 2 low-penetrance Nf1-OPG strains,Descriptive strain reference without standard nomenclature - patterns may need to capture 'strain' terminology,,AI validation - Sonnet 4.5,0,0,,True
be97c474-7cba-4522-85f0-6364449b76a2,CB17 SCID mice,,,,,,,,,,PMID:39269317,,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,methods,1.0,"subcutaneously injected into both flanks of 6- to 8-week-old female CB17 SCID mice (Taconic, RRID: MSR_TAC:cb17sc)",Mouse strain with vendor and RRID not detected,,AI validation - Sonnet 4.5,0,0,,True
bf3c0ae8-1f22-402a-9c32-32a9d7312f29,dNf1^C1,,,,,,,,,,PMID:39129390,,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,methods,1.0,we generated a novel dNf1 null mutant fly line using CRISPR gene editing: dNf1^C1 (delAT162‐163),Drosophila mutant strain with specific allele notation,,AI validation - Sonnet 4.5,0,0,,True
6d4f0be8-87cd-4bcb-8531-d0e0c4304795,Nf1-heterozygous mice,,,,,,,,,,PMID:38829109,,Concurrent Collection of Fetal Murine Brain and Serum to Assess Effects of Maternal Diet on Nutrition and Neurodevelopment in Neurofibromatosis Type 1.,abstract,0.9,"...Using this technique, we have identified that maternal obesogenic diet increases fetal serum cholesterol similarly between WT and Nf1-heterozygous pups.",The mining likely missed this because it was referred to as 'Nf1-heterozygous pups' rather than a standard mouse strain nomenclature format,,AI validation - Sonnet 4.5,0,0,,True
1411d71e-9840-4ec8-9535-89de0f342a34,B6D2F1,,,,,,,,,,PMID:40684195,,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1,methods,1.0,Nf1 +/− ; and B6D2F1 ( https://janvier-labs.com/en/fiche_produit/b6d2f1-mouse/ ),Standard mouse strain not detected by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
479160b9-d2c0-4bb7-8522-026587ed8562,DhhCre;Nf1f/f;Luciferase,,,,,,,,,,PMID:40723243,,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas,methods,0.9,pNF tumors were generated in nude mice by transplanting tumor cells harvested from dorsal root ganglia with DhhCre;Nf1f/f;Luciferase configuration,Genetically modified mouse strain with specific genetic configuration,,AI validation - Sonnet 4.5,0,0,,True
4a8a654f-a72f-4897-93b1-2c83075127e4,Dhh-Cre; Nf1(flox/flox) mouse model,,,,,,,,,,PMID:23099891,,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition,abstract,0.95,"...We tested the effects of PLX3397, a dual kit/fms kinase inhibitor that blocks macrophage infiltration, in the Dhh-Cre; Nf1(flox/flox) mouse model of GEM grade I neurofibroma...",This is a specific genetically engineered mouse model with clear nomenclature (Cre-lox system) that should have been detected,,AI validation - Sonnet 4.5,0,0,,True
